k,trial,seed,observed_hop,cep_50,cep_95,mean_err,std_err,n_samples,n_uavs,n_edges,test_uav_id,ground_truth_x,ground_truth_y,ground_truth_z,wall_time_s
1,20,1100020,1,22.3922,24.9219,21.2996,4.364,314,6,13,3,-39.391,80.254,50.0,50.89
1,17,1100017,1,28.6266,28.7677,28.6321,0.1413,337,6,14,3,-55.626,-28.431,50.0,50.94
1,21,1100021,1,39.8894,41.2751,40.1414,0.883,264,6,14,3,-55.904,62.67,50.0,50.9
1,22,1100022,1,11.9302,12.0272,11.95,0.0427,285,6,14,3,-68.308,0.954,50.0,50.86
1,23,1100023,1,65.2765,65.4051,63.5681,3.1961,267,6,13,3,89.13,5.553,50.0,50.85
1,24,1100024,1,15.0978,17.4309,14.9028,1.9973,325,6,14,3,26.292,95.644,50.0,50.91
1,26,1100026,1,15.6005,36.6086,20.343,8.93,282,6,14,3,-48.061,72.356,50.0,50.91
1,28,1100028,1,35.6482,40.9657,34.6201,4.5309,391,6,13,3,89.994,18.297,50.0,50.9
1,29,1100029,1,12.7596,13.097,12.3951,0.5826,268,6,14,3,10.164,-62.679,50.0,50.92
1,25,1100025,1,13.848,14.0998,11.8713,2.2304,341,6,14,3,36.652,-58.11,50.0,50.96
1,27,1100027,1,18.7542,23.6418,19.4771,3.1878,332,6,14,3,35.613,93.11,50.0,50.96
1,30,1100030,1,28.9938,29.5033,28.849,0.6802,307,6,14,3,-58.05,-24.742,50.0,50.91
1,31,1100031,1,14.9908,16.9124,14.1554,2.3231,599,6,14,3,-69.669,24.589,50.0,50.91
1,34,1100034,1,9.1288,18.4681,12.6751,4.4575,258,6,14,3,84.287,-12.369,50.0,50.9
1,33,1100033,1,21.9315,22.9147,21.8629,1.1346,277,6,14,3,72.595,67.139,50.0,50.91
1,32,1100032,1,20.2857,20.3174,20.0965,0.7069,339,6,14,3,-66.725,-5.335,50.0,50.94
1,35,1100035,1,33.1194,33.1267,33.1163,0.0308,272,6,14,3,-60.945,-19.651,50.0,50.92
1,36,1100036,1,68.4535,94.1131,76.4896,11.2949,258,6,14,3,71.703,-33.599,50.0,50.92
1,37,1100037,1,16.8575,18.1279,15.9809,1.6105,277,6,14,3,63.63,-42.041,50.0,50.92
1,38,1100038,1,26.1661,26.4896,26.2078,0.6387,266,6,14,3,80.275,55.548,50.0,50.87
1,39,1100039,1,47.9998,49.2056,48.5226,0.5952,289,6,13,3,-24.425,-54.894,50.0,50.88
1,40,1100040,1,21.4922,22.0038,15.3084,6.7205,382,6,14,3,-63.844,48.095,50.0,50.9
1,42,1100042,1,37.8284,37.8946,37.833,0.0445,319,6,14,3,-68.384,1.322,50.0,50.93
1,41,1100041,1,35.3067,38.8159,36.6999,1.8064,286,6,13,3,-19.923,91.514,50.0,50.94
1,43,1100043,1,6.6072,8.776,7.6158,1.0886,316,6,14,3,-69.696,10.349,50.0,50.92
1,44,1100044,1,15.0353,20.8109,16.4543,3.1763,586,6,14,3,-4.778,-61.303,50.0,50.95
1,45,1100045,1,40.1433,40.4333,34.6972,6.2202,306,6,14,3,-6.169,95.67,50.0,50.93
1,46,1100046,1,51.5246,51.5389,51.5274,0.0096,298,6,13,3,89.985,18.869,50.0,50.92
1,47,1100047,1,86.2561,91.9177,87.3454,2.3804,393,6,14,3,-59.171,57.512,50.0,50.94
1,48,1100048,1,22.7631,22.8211,22.5097,0.3248,294,6,14,3,24.931,-61.274,50.0,50.91
1,49,1100049,1,44.2674,44.5485,41.6745,4.1042,260,6,14,3,24.043,96.078,50.0,50.9
2,1,1200001,2,48.961,52.479,49.2701,1.1447,376,9,24,6,63.958,-124.56,50.0,51.26
2,0,1200000,2,14.9205,15.5222,14.9185,0.7126,403,9,24,6,54.57,-129.072,50.0,51.35
2,2,1200002,2,40.9884,44.291,41.0648,2.4391,585,9,25,6,-21.269,-142.282,50.0,51.33
2,3,1200003,2,23.5357,24.4572,23.5932,0.504,367,9,25,6,5.284,176.589,50.0,51.36
2,4,1200004,2,30.4139,33.2319,31.6488,1.4191,423,9,25,6,-156.635,-46.696,50.0,51.26
2,5,1200005,2,21.1912,21.2709,20.3331,0.9696,363,9,25,6,-152.699,89.687,50.0,51.28
2,7,1200007,2,74.4729,79.6922,74.78,3.5454,588,9,24,6,-67.211,166.743,50.0,51.25
2,6,1200006,2,21.5712,23.8516,21.8681,0.8179,281,9,25,6,144.224,-25.282,50.0,51.27
2,8,1200008,2,28.1049,30.2333,28.5896,0.8841,349,9,24,6,148.725,-2.835,50.0,51.25
2,9,1200009,2,52.2397,52.7563,50.6642,2.5164,591,9,24,6,-169.968,20.543,50.0,51.28
2,10,1200010,2,19.8825,21.8761,18.212,2.5074,396,9,25,6,-161.164,69.756,50.0,51.35
2,11,1200011,2,7.4111,7.571,7.0095,0.584,557,9,25,6,-51.552,-137.19,50.0,51.39
2,12,1200012,2,77.2033,80.5627,77.9308,1.9303,581,9,25,6,131.427,92.143,50.0,51.28
2,13,1200013,2,71.3505,71.5428,70.8957,0.6558,365,9,25,6,-160.953,-35.719,50.0,51.27
2,15,1200015,2,67.3417,67.7304,65.7032,2.306,129,9,25,6,114.701,117.569,50.0,51.2
2,14,1200014,2,40.9869,42.2809,41.2689,0.7279,499,9,24,6,149.607,6.118,50.0,51.26
2,16,1200016,2,8.2529,9.576,8.1203,1.2383,528,9,25,6,12.509,-141.088,50.0,51.28
2,17,1200017,2,35.5975,35.7214,34.4171,1.7831,289,9,24,6,-98.608,150.544,50.0,51.24
2,18,1200018,2,20.0931,20.838,20.1223,0.4375,334,9,24,6,-104.804,-111.568,50.0,51.31
2,19,1200019,2,36.1338,36.3887,35.0719,1.3474,349,9,24,6,66.285,-123.323,50.0,51.27
