scenario,trial,follower_id,switching_time_s,detection_ok,n_anchors,n_followers,pass_threshold_s,wall_time_s
S2,16,0,6.035960648674518,True,3,10,15.0,23.35
S2,16,1,6.040372968185693,True,3,10,15.0,23.35
S2,16,2,6.07662881212309,True,3,10,15.0,23.35
S2,16,3,6.0689104199409485,True,3,10,15.0,23.35
S2,16,4,6.043172494042665,True,3,10,15.0,23.35
S2,16,5,6.093540210742503,True,3,10,15.0,23.35
S2,16,6,6.064738730434328,True,3,10,15.0,23.35
S2,16,7,6.165065414272249,True,3,10,15.0,23.35
S2,16,8,6.0854807500727475,True,3,10,15.0,23.35
S2,16,9,6.133000918664038,True,3,10,15.0,23.35
S2,21,0,6.052744026295841,True,3,10,15.0,21.73
S2,21,1,6.099638449959457,True,3,10,15.0,21.73
S2,21,2,6.09273916343227,True,3,10,15.0,21.73
S2,21,3,6.094060546718538,True,3,10,15.0,21.73
S2,21,4,6.01138503709808,True,3,10,15.0,21.73
S2,21,5,6.097934138961136,True,3,10,15.0,21.73
S2,21,6,6.1010609730146825,True,3,10,15.0,21.73
S2,21,7,6.003709593787789,True,3,10,15.0,21.73
S2,21,8,6.102579825092107,True,3,10,15.0,21.73
S2,21,9,6.00659652100876,True,3,10,15.0,21.73
S2,18,0,6.158878943882883,True,3,10,15.0,23.98
S2,18,1,6.009855824988335,True,3,10,15.0,23.98
S2,18,2,6.172421998344362,True,3,10,15.0,23.98
S2,18,3,6.007475575897843,True,3,10,15.0,23.98
S2,18,4,6.029067192226648,True,3,10,15.0,23.98
S2,18,5,6.082616972737014,True,3,10,15.0,23.98
S2,18,6,6.09288109280169,True,3,10,15.0,23.98
S2,18,7,6.08370222710073,True,3,10,15.0,23.98
S2,18,8,6.006142391823232,True,3,10,15.0,23.98
S2,18,9,6.0961258467286825,True,3,10,15.0,23.98
S2,19,0,6.060733177699149,True,3,10,15.0,24.34
S2,19,1,6.0785647220909595,True,3,10,15.0,24.34
S2,19,2,6.03789187874645,True,3,10,15.0,24.34
S2,19,3,6.084088205359876,True,3,10,15.0,24.34
S2,19,4,6.085248178802431,True,3,10,15.0,24.34
S2,19,5,6.098202977329493,True,3,10,15.0,24.34
S2,19,6,6.051440943032503,True,3,10,15.0,24.34
S2,19,7,6.056122900918126,True,3,10,15.0,24.34
S2,19,8,6.090017897076905,True,3,10,15.0,24.34
S2,19,9,6.064917478244752,True,3,10,15.0,24.34
S2,20,0,6.153832748066634,True,3,10,15.0,24.82
S2,20,1,6.061685672961175,True,3,10,15.0,24.82
S2,20,2,6.101389151997864,True,3,10,15.0,24.82
S2,20,3,6.015090038999915,True,3,10,15.0,24.82
S2,20,4,6.162630255334079,True,3,10,15.0,24.82
S2,20,5,6.038487546145916,True,3,10,15.0,24.82
S2,20,6,6.094532433897257,True,3,10,15.0,24.82
S2,20,7,6.023065540008247,True,3,10,15.0,24.82
S2,20,8,6.076514472253621,True,3,10,15.0,24.82
S2,20,9,6.0437261196784675,True,3,10,15.0,24.82
S2,22,0,6.133694665972143,True,3,10,15.0,21.67
S2,22,1,6.05601687123999,True,3,10,15.0,21.67
S2,22,2,6.057650323025882,True,3,10,15.0,21.67
S2,22,3,6.173189545050263,True,3,10,15.0,21.67
S2,22,4,6.05143948411569,True,3,10,15.0,21.67
S2,22,5,6.090453795157373,True,3,10,15.0,21.67
S2,22,6,6.031852938234806,True,3,10,15.0,21.67
S2,22,7,6.054227360058576,True,3,10,15.0,21.67
S2,22,8,6.183481303974986,True,3,10,15.0,21.67
S2,22,9,6.101243932265788,True,3,10,15.0,21.67
S2,23,0,6.072784159798175,True,3,10,15.0,21.42
S2,23,1,6.102704945020378,True,3,10,15.0,21.42
S2,23,2,6.098593885079026,True,3,10,15.0,21.42
S2,23,3,6.085287440102547,True,3,10,15.0,21.42
S2,23,4,6.01146009657532,True,3,10,15.0,21.42
S2,23,5,6.014730230905116,True,3,10,15.0,21.42
S2,23,6,6.087439800146967,True,3,10,15.0,21.42
S2,23,7,6.022685612086207,True,3,10,15.0,21.42
S2,23,8,6.066212162841111,True,3,10,15.0,21.42
S2,23,9,6.156487044878304,True,3,10,15.0,21.42
S2,24,0,6.006586109753698,True,3,10,15.0,21.36
S2,24,1,6.134562392253429,True,3,10,15.0,21.36
S2,24,2,6.053112815134227,True,3,10,15.0,21.36
S2,24,3,6.021483899094164,True,3,10,15.0,21.36
S2,24,4,6.105921150185168,True,3,10,15.0,21.36
S2,24,5,6.00509988842532,True,3,10,15.0,21.36
S2,24,6,6.2355185728520155,True,3,10,15.0,21.36
S2,24,7,6.206759531982243,True,3,10,15.0,21.36
S2,24,8,6.0291106519289315,True,3,10,15.0,21.36
S2,24,9,6.025069720577449,True,3,10,15.0,21.36
S2,25,0,6.080561643000692,True,3,10,15.0,20.85
S2,25,1,6.072027563583106,True,3,10,15.0,20.85
S2,25,2,6.100241708103567,True,3,10,15.0,20.85
S2,25,3,6.078199083916843,True,3,10,15.0,20.85
S2,25,4,6.092289035674185,True,3,10,15.0,20.85
S2,25,5,6.068199892994016,True,3,10,15.0,20.85
S2,25,6,6.163327411748469,True,3,10,15.0,20.85
S2,25,7,6.055312464945018,True,3,10,15.0,20.85
S2,25,8,6.084349195007235,True,3,10,15.0,20.85
S2,25,9,6.1038542301394045,True,3,10,15.0,20.85
S2,26,0,6.014078313019127,True,3,10,15.0,21.59
S2,26,1,6.011842553969473,True,3,10,15.0,21.59
S2,26,2,6.041790219023824,True,3,10,15.0,21.59
S2,26,3,6.047229282092303,True,3,10,15.0,21.59
S2,26,4,6.015621565282345,True,3,10,15.0,21.59
S2,26,5,6.123338473960757,True,3,10,15.0,21.59
S2,26,6,6.166244177147746,True,3,10,15.0,21.59
S2,26,7,6.109053953085095,True,3,10,15.0,21.59
S2,26,8,6.025803976226598,True,3,10,15.0,21.59
S2,26,9,6.037643848918378,True,3,10,15.0,21.59
S2,28,0,6.121406624093652,True,3,10,15.0,20.12
S2,28,1,6.015612524934113,True,3,10,15.0,20.12
S2,28,2,6.100890112109482,True,3,10,15.0,20.12
S2,28,3,6.046770684886724,True,3,10,15.0,20.12
S2,28,4,6.0439353180117905,True,3,10,15.0,20.12
S2,28,5,6.074236271902919,True,3,10,15.0,20.12
S2,28,6,6.169952098745853,True,3,10,15.0,20.12
S2,28,7,6.012720339000225,True,3,10,15.0,20.12
S2,28,8,6.145037839189172,True,3,10,15.0,20.12
S2,28,9,6.079303316771984,True,3,10,15.0,20.12
S2,29,0,6.104960782919079,True,3,10,15.0,21.11
S2,29,1,6.070892188232392,True,3,10,15.0,21.11
S2,29,2,6.029069170821458,True,3,10,15.0,21.11
S2,29,3,6.136013483162969,True,3,10,15.0,21.11
S2,29,4,6.005831263028085,True,3,10,15.0,21.11
S2,29,5,6.102828163187951,True,3,10,15.0,21.11
S2,29,6,6.017068868968636,True,3,10,15.0,21.11
S2,29,7,6.04914823314175,True,3,10,15.0,21.11
S2,29,8,6.061400324106216,True,3,10,15.0,21.11
S2,29,9,6.086817461065948,True,3,10,15.0,21.11
S2,27,0,6.036877282895148,True,3,10,15.0,23.1
S2,27,1,6.085537797771394,True,3,10,15.0,23.1
S2,27,2,6.02679092111066,True,3,10,15.0,23.1
S2,27,3,6.1765334769152105,True,3,10,15.0,23.1
S2,27,4,6.143810514826328,True,3,10,15.0,23.1
S2,27,5,6.046995252836496,True,3,10,15.0,23.1
S2,27,6,6.031823287252337,True,3,10,15.0,23.1
S2,27,7,6.087173630017787,True,3,10,15.0,23.1
S2,27,8,6.022096833679825,True,3,10,15.0,23.1
S2,27,9,6.06020664004609,True,3,10,15.0,23.1
S3,2,0,6.0378658482804894,True,3,10,15.0,17.61
S3,2,1,6.0156342149712145,True,3,10,15.0,17.61
S3,2,2,6.099105581175536,True,3,10,15.0,17.61
S3,2,3,6.005235834978521,True,3,10,15.0,17.61
S3,2,4,6.00674533797428,True,3,10,15.0,17.61
S3,2,5,6.016809228807688,True,3,10,15.0,17.61
S3,2,6,6.068457169923931,True,3,10,15.0,17.61
S3,2,7,6.078050873242319,True,3,10,15.0,17.61
S3,2,8,6.02967231720686,True,3,10,15.0,17.61
S3,2,9,6.070611489005387,True,3,10,15.0,17.61
S3,0,0,6.087627655826509,True,3,10,15.0,19.91
S3,0,1,6.149310207925737,True,3,10,15.0,19.91
S3,0,2,6.066309140063822,True,3,10,15.0,19.91
S3,0,3,6.020162092987448,True,3,10,15.0,19.91
S3,0,4,6.0972584299743176,True,3,10,15.0,19.91
S3,0,5,6.069039176683873,True,3,10,15.0,19.91
S3,0,6,6.037086211144924,True,3,10,15.0,19.91
S3,0,7,6.04243172518909,True,3,10,15.0,19.91
S3,0,8,6.063141566235572,True,3,10,15.0,19.91
S3,0,9,6.086056863889098,True,3,10,15.0,19.91
S3,3,0,6.107604900375009,True,3,10,15.0,17.63
S3,3,1,6.156816182192415,True,3,10,15.0,17.63
S3,3,2,6.225343700032681,True,3,10,15.0,17.63
S3,3,3,6.098381774034351,True,3,10,15.0,17.63
S3,3,4,6.089316768106073,True,3,10,15.0,17.63
S3,3,5,6.02846997231245,True,3,10,15.0,17.63
S3,3,6,6.166403555311263,True,3,10,15.0,17.63
S3,3,7,6.113575621042401,True,3,10,15.0,17.63
S3,3,8,6.0226485608145595,True,3,10,15.0,17.63
S3,3,9,6.069559103809297,True,3,10,15.0,17.63
S3,1,0,6.092457762919366,True,3,10,15.0,20.47
S3,1,1,6.050925673916936,True,3,10,15.0,20.47
S3,1,2,6.073683323804289,True,3,10,15.0,20.47
S3,1,3,6.087063969112933,True,3,10,15.0,20.47
S3,1,4,6.085049650166184,True,3,10,15.0,20.47
S3,1,5,6.184626117814332,True,3,10,15.0,20.47
S3,1,6,6.022996039129794,True,3,10,15.0,20.47
S3,1,7,6.097788217011839,True,3,10,15.0,20.47
S3,1,8,6.056872574612498,True,3,10,15.0,20.47
S3,1,9,6.054946924094111,True,3,10,15.0,20.47
S3,4,0,6.090336283203214,True,3,10,15.0,17.78
S3,4,1,6.099595267791301,True,3,10,15.0,17.78
S3,4,2,6.091340298298746,True,3,10,15.0,17.78
S3,4,3,6.022264493163675,True,3,10,15.0,17.78
S3,4,4,6.024156113155186,True,3,10,15.0,17.78
S3,4,5,6.042936292011291,True,3,10,15.0,17.78
S3,4,6,6.166175446007401,True,3,10,15.0,17.78
S3,4,7,6.085961404256523,True,3,10,15.0,17.78
S3,4,8,6.089230658952147,True,3,10,15.0,17.78
S3,4,9,6.010342839639634,True,3,10,15.0,17.78
S3,7,0,6.068814137019217,True,3,10,15.0,17.85
S3,7,1,6.050180057063699,True,3,10,15.0,17.85
S3,7,2,6.063046725001186,True,3,10,15.0,17.85
S3,7,3,6.028755379840732,True,3,10,15.0,17.85
S3,7,4,6.099200149998069,True,3,10,15.0,17.85
S3,7,5,6.008042790926993,True,3,10,15.0,17.85
S3,7,6,6.085441995877773,True,3,10,15.0,17.85
S3,7,7,6.051465841010213,True,3,10,15.0,17.85
S3,7,8,6.0964611428789794,True,3,10,15.0,17.85
S3,7,9,6.003181575331837,True,3,10,15.0,17.85
S3,5,0,6.005211075302213,True,3,10,15.0,19.83
S3,5,1,6.048422375693917,True,3,10,15.0,19.83
S3,5,2,6.0315816779620945,True,3,10,15.0,19.83
S3,5,3,6.065345983952284,True,3,10,15.0,19.83
S3,5,4,6.015354616101831,True,3,10,15.0,19.83
S3,5,5,6.028828830923885,True,3,10,15.0,19.83
S3,5,6,6.098795472178608,True,3,10,15.0,19.83
S3,5,7,6.027280137874186,True,3,10,15.0,19.83
S3,5,8,6.176228326745331,True,3,10,15.0,19.83
S3,5,9,6.003840500954539,True,3,10,15.0,19.83
S3,6,0,6.017688573803753,True,3,10,15.0,19.75
S3,6,1,6.0841601132415235,True,3,10,15.0,19.75
S3,6,2,6.0356699069961905,True,3,10,15.0,19.75
S3,6,3,6.121603722218424,True,3,10,15.0,19.75
S3,6,4,6.0560693689621985,True,3,10,15.0,19.75
S3,6,5,6.009176156017929,True,3,10,15.0,19.75
S3,6,6,6.04865884501487,True,3,10,15.0,19.75
S3,6,7,6.111511809751391,True,3,10,15.0,19.75
S3,6,8,6.022700380068272,True,3,10,15.0,19.75
S3,6,9,6.028565471991897,True,3,10,15.0,19.75
S3,8,0,6.129593612160534,True,3,10,15.0,17.34
S3,8,1,6.0138941733166575,True,3,10,15.0,17.34
S3,8,2,6.003380653914064,True,3,10,15.0,17.34
S3,8,3,6.044777501840144,True,3,10,15.0,17.34
S3,8,4,6.052940613590181,True,3,10,15.0,17.34
S3,8,5,6.037074941210449,True,3,10,15.0,17.34
S3,8,6,6.098749871831387,True,3,10,15.0,17.34
S3,8,7,6.094849819783121,True,3,10,15.0,17.34
S3,8,8,6.046502674929798,True,3,10,15.0,17.34
S3,8,9,6.043164460919797,True,3,10,15.0,17.34
S3,9,0,6.0470491531305015,True,3,10,15.0,17.36
S3,9,1,6.136289540212601,True,3,10,15.0,17.36
S3,9,2,6.052042867988348,True,3,10,15.0,17.36
S3,9,3,6.02023620205,True,3,10,15.0,17.36
S3,9,4,6.015365055762231,True,3,10,15.0,17.36
S3,9,5,6.030297493096441,True,3,10,15.0,17.36
S3,9,6,6.0173810250125825,True,3,10,15.0,17.36
S3,9,7,6.012040331959724,True,3,10,15.0,17.36
S3,9,8,6.023351696785539,True,3,10,15.0,17.36
S3,9,9,6.020343211013824,True,3,10,15.0,17.36
S3,11,0,6.093128860928118,True,3,10,15.0,17.49
S3,11,1,6.097828607074916,True,3,10,15.0,17.49
S3,11,2,6.103589199949056,True,3,10,15.0,17.49
S3,11,3,6.00437285983935,True,3,10,15.0,17.49
S3,11,4,6.024501702282578,True,3,10,15.0,17.49
S3,11,5,6.0127862291410565,True,3,10,15.0,17.49
S3,11,6,6.105287491809577,True,3,10,15.0,17.49
S3,11,7,6.184050600975752,True,3,10,15.0,17.49
S3,11,8,6.010684389155358,True,3,10,15.0,17.49
S3,11,9,6.100936301983893,True,3,10,15.0,17.49
S3,10,0,6.120324227958918,True,3,10,15.0,18.07
S3,10,1,6.1120291580446064,True,3,10,15.0,18.07
S3,10,2,6.096800622995943,True,3,10,15.0,18.07
S3,10,3,6.098788013216108,True,3,10,15.0,18.07
S3,10,4,6.118223778903484,True,3,10,15.0,18.07
S3,10,5,6.088260043878108,True,3,10,15.0,18.07
S3,10,6,6.095386500004679,True,3,10,15.0,18.07
S3,10,7,6.1134870811365545,True,3,10,15.0,18.07
S3,10,8,6.053692630957812,True,3,10,15.0,18.07
S3,10,9,6.116592657286674,True,3,10,15.0,18.07
S3,12,0,6.097790325991809,True,3,10,15.0,17.52
S3,12,1,6.043938877061009,True,3,10,15.0,17.52
S3,12,2,6.023866954259574,True,3,10,15.0,17.52
S3,12,3,6.03835070412606,True,3,10,15.0,17.52
S3,12,4,6.045770388096571,True,3,10,15.0,17.52
S3,12,5,6.031993675045669,True,3,10,15.0,17.52
S3,12,6,6.030193252954632,True,3,10,15.0,17.52
S3,12,7,6.028387112077326,True,3,10,15.0,17.52
S3,12,8,6.085970434360206,True,3,10,15.0,17.52
S3,12,9,6.010175490286201,True,3,10,15.0,17.52
S3,13,0,6.101310548838228,True,3,10,15.0,17.45
S3,13,1,6.0728422570973635,True,3,10,15.0,17.45
S3,13,2,6.0654145632870495,True,3,10,15.0,17.45
S3,13,3,6.023271405603737,True,3,10,15.0,17.45
S3,13,4,6.127158334013075,True,3,10,15.0,17.45
S3,13,5,6.063468512147665,True,3,10,15.0,17.45
S3,13,6,6.042569613084197,True,3,10,15.0,17.45
S3,13,7,6.04419712536037,True,3,10,15.0,17.45
S3,13,8,6.075834712013602,True,3,10,15.0,17.45
S3,13,9,6.090224722865969,True,3,10,15.0,17.45
S3,14,0,6.005884110927582,True,3,10,15.0,17.63
S3,14,1,6.108900611754507,True,3,10,15.0,17.63
S3,14,2,6.026496340986341,True,3,10,15.0,17.63
S3,14,3,6.094285793136805,True,3,10,15.0,17.63
S3,14,4,6.066941935103387,True,3,10,15.0,17.63
S3,14,5,6.111593358684331,True,3,10,15.0,17.63
S3,14,6,6.061791529878974,True,3,10,15.0,17.63
S3,14,7,6.054371385835111,True,3,10,15.0,17.63
S3,14,8,6.022443841211498,True,3,10,15.0,17.63
S3,14,9,6.020772228017449,True,3,10,15.0,17.63
S3,15,0,6.0364709831774235,True,3,10,15.0,17.42
S3,15,1,6.100026815198362,True,3,10,15.0,17.42
S3,15,2,6.111367980018258,True,3,10,15.0,17.42
S3,15,3,6.007714722305536,True,3,10,15.0,17.42
S3,15,4,6.019194507040083,True,3,10,15.0,17.42
S3,15,5,6.074880456086248,True,3,10,15.0,17.42
S3,15,6,6.050720274448395,True,3,10,15.0,17.42
S3,15,7,6.138698358088732,True,3,10,15.0,17.42
S3,15,8,6.151111278217286,True,3,10,15.0,17.42
S3,15,9,6.147554115857929,True,3,10,15.0,17.42
S3,16,0,6.156333121936768,True,3,10,15.0,17.68
S3,16,1,6.153202427085489,True,3,10,15.0,17.68
S3,16,2,6.061689400114119,True,3,10,15.0,17.68
S3,16,3,6.060561256017536,True,3,10,15.0,17.68
S3,16,4,6.149870832916349,True,3,10,15.0,17.68
S3,16,5,6.063632541336119,True,3,10,15.0,17.68
S3,16,6,6.034225263167173,True,3,10,15.0,17.68
S3,16,7,6.073805111926049,True,3,10,15.0,17.68
S3,16,8,6.070373278111219,True,3,10,15.0,17.68
S3,16,9,6.066851364914328,True,3,10,15.0,17.68
S3,18,0,6.021848943084478,True,3,10,15.0,17.65
S3,18,1,6.046419174876064,True,3,10,15.0,17.65
S3,18,2,6.088801039848477,True,3,10,15.0,17.65
S3,18,3,6.094156443141401,True,3,10,15.0,17.65
S3,18,4,6.1409976570867,True,3,10,15.0,17.65
S3,18,5,6.032349792774767,True,3,10,15.0,17.65
S3,18,6,6.1001731040887535,True,3,10,15.0,17.65
S3,18,7,6.006388757843524,True,3,10,15.0,17.65
S3,18,8,6.0492363213561475,True,3,10,15.0,17.65
S3,18,9,6.166808202397078,True,3,10,15.0,17.65
S3,19,0,6.038967821281403,True,3,10,15.0,17.56
S3,19,1,6.116512855049223,True,3,10,15.0,17.56
S3,19,2,6.081489084754139,True,3,10,15.0,17.56
S3,19,3,6.183139123022556,True,3,10,15.0,17.56
S3,19,4,6.058645364828408,True,3,10,15.0,17.56
S3,19,5,6.162992659956217,True,3,10,15.0,17.56
S3,19,6,6.0650542438961565,True,3,10,15.0,17.56
S3,19,7,6.042244514916092,True,3,10,15.0,17.56
S3,19,8,6.174654563888907,True,3,10,15.0,17.56
S3,19,9,6.018019781913608,True,3,10,15.0,17.56
S3,17,0,6.224102725274861,True,3,10,15.0,20.02
S3,17,1,6.035850315820426,True,3,10,15.0,20.02
S3,17,2,6.012680877931416,True,3,10,15.0,20.02
S3,17,3,6.008251758757979,True,3,10,15.0,20.02
S3,17,4,6.034004914108664,True,3,10,15.0,20.02
S3,17,5,6.016537589021027,True,3,10,15.0,20.02
S3,17,6,6.200274520087987,True,3,10,15.0,20.02
S3,17,7,6.015164146199822,True,3,10,15.0,20.02
S3,17,8,6.074241780210286,True,3,10,15.0,20.02
S3,17,9,6.023685185238719,True,3,10,15.0,20.02
S3,20,0,6.099227748345584,True,3,10,15.0,18.96
S3,20,1,6.070603386964649,True,3,10,15.0,18.96
S3,20,2,6.0362750720232725,True,3,10,15.0,18.96
S3,20,3,6.048849252052605,True,3,10,15.0,18.96
S3,20,4,6.159247138071805,True,3,10,15.0,18.96
S3,20,5,6.060360816773027,True,3,10,15.0,18.96
S3,20,6,6.01710722502321,True,3,10,15.0,18.96
S3,20,7,6.097851425409317,True,3,10,15.0,18.96
S3,20,8,6.051133682020009,True,3,10,15.0,18.96
S3,20,9,6.034859349951148,True,3,10,15.0,18.96
S3,22,0,6.09397091390565,True,3,10,15.0,17.89
S3,22,1,6.113083330914378,True,3,10,15.0,17.89
S3,22,2,6.041408747900277,True,3,10,15.0,17.89
S3,22,3,6.10924668982625,True,3,10,15.0,17.89
S3,22,4,6.119349050801247,True,3,10,15.0,17.89
S3,22,5,6.069711801130325,True,3,10,15.0,17.89
S3,22,6,6.004105117637664,True,3,10,15.0,17.89
S3,22,7,6.088620250113308,True,3,10,15.0,17.89
S3,22,8,6.0233542351052165,True,3,10,15.0,17.89
S3,22,9,6.045242539141327,True,3,10,15.0,17.89
S3,21,0,6.010385477915406,True,3,10,15.0,17.99
S3,21,1,6.044555251952261,True,3,10,15.0,17.99
S3,21,2,6.060182377230376,True,3,10,15.0,17.99
S3,21,3,6.2538823899813,True,3,10,15.0,17.99
S3,21,4,6.043029440101236,True,3,10,15.0,17.99
S3,21,5,6.041342447977513,True,3,10,15.0,17.99
S3,21,6,6.069895729888231,True,3,10,15.0,17.99
S3,21,7,6.0538013079203665,True,3,10,15.0,17.99
S3,21,8,6.011839841026813,True,3,10,15.0,17.99
S3,21,9,6.046109375078231,True,3,10,15.0,17.99
S3,23,0,6.0231101969257,True,3,10,15.0,18.2
S3,23,1,6.068754476029426,True,3,10,15.0,18.2
S3,23,2,6.040457441937178,True,3,10,15.0,18.2
S3,23,3,6.076242718845606,True,3,10,15.0,18.2
S3,23,4,6.07778179179877,True,3,10,15.0,18.2
S3,23,5,6.164525002241135,True,3,10,15.0,18.2
S3,23,6,6.063181943260133,True,3,10,15.0,18.2
S3,23,7,6.074050550349057,True,3,10,15.0,18.2
S3,23,8,6.092453030869365,True,3,10,15.0,18.2
S3,23,9,6.084418450016528,True,3,10,15.0,18.2
S3,24,0,6.058732264209539,True,3,10,15.0,17.74
S3,24,1,6.034668550826609,True,3,10,15.0,17.74
S3,24,2,6.049228660296649,True,3,10,15.0,17.74
S3,24,3,6.143593973945826,True,3,10,15.0,17.74
S3,24,4,6.090866909362376,True,3,10,15.0,17.74
S3,24,5,6.02079353807494,True,3,10,15.0,17.74
S3,24,6,6.102310904301703,True,3,10,15.0,17.74
S3,24,7,6.0560606070794165,True,3,10,15.0,17.74
S3,24,8,6.030444181058556,True,3,10,15.0,17.74
S3,24,9,6.0064567369408906,True,3,10,15.0,17.74
S3,27,0,6.169344529975206,True,3,10,15.0,17.95
S3,27,1,6.008158078882843,True,3,10,15.0,17.95
S3,27,2,6.066533507313579,True,3,10,15.0,17.95
S3,27,3,6.094025583937764,True,3,10,15.0,17.95
S3,27,4,6.0506206140853465,True,3,10,15.0,17.95
S3,27,5,6.0175196239724755,True,3,10,15.0,17.95
S3,27,6,6.058889383915812,True,3,10,15.0,17.95
S3,27,7,6.052189645823091,True,3,10,15.0,17.95
S3,27,8,6.161651636939496,True,3,10,15.0,17.95
S3,27,9,6.157113699242473,True,3,10,15.0,17.95
S3,25,0,6.021610674913973,True,3,10,15.0,18.69
S3,25,1,6.009768322110176,True,3,10,15.0,18.69
S3,25,2,6.055328451097012,True,3,10,15.0,18.69
S3,25,3,6.102655992843211,True,3,10,15.0,18.69
S3,25,4,6.096092574298382,True,3,10,15.0,18.69
S3,25,5,6.090107313357294,True,3,10,15.0,18.69
S3,25,6,6.061551230959594,True,3,10,15.0,18.69
S3,25,7,6.085889504291117,True,3,10,15.0,18.69
S3,25,8,6.181788329966366,True,3,10,15.0,18.69
S3,25,9,6.102844061795622,True,3,10,15.0,18.69
S3,26,0,6.110005237162113,True,3,10,15.0,18.69
S3,26,1,6.092062964104116,True,3,10,15.0,18.69
S3,26,2,6.075226825196296,True,3,10,15.0,18.69
S3,26,3,6.044578603934497,True,3,10,15.0,18.69
S3,26,4,6.060106267686933,True,3,10,15.0,18.69
S3,26,5,6.161726186983287,True,3,10,15.0,18.69
S3,26,6,6.063497371971607,True,3,10,15.0,18.69
S3,26,7,6.049763048067689,True,3,10,15.0,18.69
S3,26,8,6.258562377654016,True,3,10,15.0,18.69
S3,26,9,6.095613067038357,True,3,10,15.0,18.69
S5,0,0,1.0959896370768547,True,3,10,15.0,13.73
S5,0,1,1.019241667818278,True,3,10,15.0,13.73
S5,0,2,1.0245744921267033,True,3,10,15.0,13.73
S5,0,3,1.0073224157094955,True,3,10,15.0,13.73
S5,0,4,1.0871123299002647,True,3,10,15.0,13.73
S5,0,5,1.099768269341439,True,3,10,15.0,13.73
S5,0,6,1.0963577846996486,True,3,10,15.0,13.73
S5,0,7,1.0036728540435433,True,3,10,15.0,13.73
S5,0,8,1.0116001446731389,True,3,10,15.0,13.73
S5,0,9,1.0241451738402247,True,3,10,15.0,13.73
S3,28,0,6.047362728975713,True,3,10,15.0,17.5
S3,28,1,6.01120183384046,True,3,10,15.0,17.5
S3,28,2,6.088365159928799,True,3,10,15.0,17.5
S3,28,3,6.143057716079056,True,3,10,15.0,17.5
S3,28,4,6.081766662187874,True,3,10,15.0,17.5
S3,28,5,6.02973491512239,True,3,10,15.0,17.5
S3,28,6,6.02757672406733,True,3,10,15.0,17.5
S3,28,7,6.12044468568638,True,3,10,15.0,17.5
S3,28,8,6.094309940934181,True,3,10,15.0,17.5
S3,28,9,6.023177325259894,True,3,10,15.0,17.5
S5,1,0,1.859137003775686,True,3,10,15.0,15.25
S5,1,1,1.8582442877814174,True,3,10,15.0,15.25
S5,1,2,1.8566075759008527,True,3,10,15.0,15.25
S5,1,3,1.8567340760491788,True,3,10,15.0,15.25
S5,1,4,1.8517208402045071,True,3,10,15.0,15.25
S5,1,5,1.8618196207098663,True,3,10,15.0,15.25
S5,1,6,1.7786531141027808,True,3,10,15.0,15.25
S5,1,7,1.85297682415694,True,3,10,15.0,15.25
S5,1,8,1.935742903035134,True,3,10,15.0,15.25
S5,1,9,1.8505046959035099,True,3,10,15.0,15.25
S3,29,0,6.147725492715836,True,3,10,15.0,19.58
S3,29,1,6.134578655939549,True,3,10,15.0,19.58
S3,29,2,6.067789480090141,True,3,10,15.0,19.58
S3,29,3,6.1910904929973185,True,3,10,15.0,19.58
S3,29,4,6.191734899766743,True,3,10,15.0,19.58
S3,29,5,6.271258124615997,True,3,10,15.0,19.58
S3,29,6,6.100323382299393,True,3,10,15.0,19.58
S3,29,7,6.156264311634004,True,3,10,15.0,19.58
S3,29,8,6.114832221996039,True,3,10,15.0,19.58
S3,29,9,6.166675481945276,True,3,10,15.0,19.58
S5,2,0,1.0028956970199943,True,3,10,15.0,12.88
S5,2,1,1.088452983647585,True,3,10,15.0,12.88
S5,2,2,1.0040067518129945,True,3,10,15.0,12.88
S5,2,3,1.010703430045396,True,3,10,15.0,12.88
S5,2,4,1.0875892071053386,True,3,10,15.0,12.88
S5,2,5,1.003060556948185,True,3,10,15.0,12.88
S5,2,6,1.0089756767265499,True,3,10,15.0,12.88
S5,2,7,1.092444573994726,True,3,10,15.0,12.88
S5,2,8,1.007462264969945,True,3,10,15.0,12.88
S5,2,9,1.0062308106571436,True,3,10,15.0,12.88
S5,3,0,1.0151267880573869,True,3,10,15.0,14.0
S5,3,1,1.0152846570126712,True,3,10,15.0,14.0
S5,3,2,1.0193175780586898,True,3,10,15.0,14.0
S5,3,3,1.084412382915616,True,3,10,15.0,14.0
S5,3,4,1.006028191652149,True,3,10,15.0,14.0
S5,3,5,1.0030689560808241,True,3,10,15.0,14.0
S5,3,6,1.008191442117095,True,3,10,15.0,14.0
S5,3,7,1.0045641493052244,True,3,10,15.0,14.0
S5,3,8,1.1011388110928237,True,3,10,15.0,14.0
S5,3,9,1.0115174148231745,True,3,10,15.0,14.0
S5,4,0,1.0114773260429502,True,3,10,15.0,14.93
S5,4,1,1.0096198339015245,True,3,10,15.0,14.93
S5,4,2,1.006084742024541,True,3,10,15.0,14.93
S5,4,3,1.0145275108516216,True,3,10,15.0,14.93
S5,4,4,1.0872316788882017,True,3,10,15.0,14.93
S5,4,5,1.0842882334254682,True,3,10,15.0,14.93
S5,4,6,1.0033986447378993,True,3,10,15.0,14.93
S5,4,7,1.0098179141059518,True,3,10,15.0,14.93
