trial_id,label,t_verify_used,V_score,n_matches,sun_shift,blur_sigma,occl_frac,honest_tile,byzantine_tile,inference_ms
88,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3900_8.5355_47.3955_8.5410.png,,7.0
89,honest,0.3,0.85,17,-15.0,1.0,0.0,tile_47.3955_8.5685_47.4010_8.5700.png,,7.1
90,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4065_8.5300_47.4100_8.5355.png,,6.9
91,honest,0.3,0.7,14,-15.0,1.0,0.0,tile_47.3955_8.5520_47.4010_8.5575.png,,7.0
92,honest,0.3,0.75,15,0.0,1.0,0.0,tile_47.3955_8.5630_47.4010_8.5685.png,,6.9
93,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.4065_8.5355_47.4100_8.5410.png,,7.2
94,honest,0.3,0.45,9,0.0,1.0,0.0,tile_47.4010_8.5355_47.4065_8.5410.png,,7.0
95,honest,0.3,0.45,9,0.0,1.0,0.0,tile_47.3900_8.5355_47.3955_8.5410.png,,7.0
96,honest,0.3,0.65,13,-15.0,1.0,0.0,tile_47.4010_8.5300_47.4065_8.5355.png,,7.0
97,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.4010_8.5630_47.4065_8.5685.png,,7.1
98,honest,0.3,0.5,10,15.0,1.0,0.0,tile_47.3900_8.5685_47.3955_8.5700.png,,7.1
99,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.3900_8.5410_47.3955_8.5465.png,,7.0
100,honest,0.3,0.75,15,15.0,1.0,0.0,tile_47.3955_8.5520_47.4010_8.5575.png,,7.0
101,honest,0.3,0.6,12,0.0,1.0,0.0,tile_47.4010_8.5575_47.4065_8.5630.png,,7.0
102,honest,0.3,0.5,10,15.0,1.0,0.0,tile_47.4010_8.5465_47.4065_8.5520.png,,7.0
103,honest,0.3,0.4,8,15.0,1.0,0.0,tile_47.4010_8.5520_47.4065_8.5575.png,,6.9
104,honest,0.3,0.75,15,0.0,1.0,0.0,tile_47.3955_8.5520_47.4010_8.5575.png,,6.9
105,honest,0.3,0.5,10,0.0,1.0,0.0,tile_47.4010_8.5465_47.4065_8.5520.png,,7.0
106,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4010_8.5410_47.4065_8.5465.png,,7.1
107,honest,0.3,0.15,3,-15.0,1.0,0.0,tile_47.4065_8.5575_47.4100_8.5630.png,,7.0
108,honest,0.3,0.65,13,0.0,1.0,0.0,tile_47.4065_8.5630_47.4100_8.5685.png,,6.9
109,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.4010_8.5410_47.4065_8.5465.png,,6.9
110,honest,0.3,0.9,18,15.0,1.0,0.0,tile_47.3955_8.5685_47.4010_8.5700.png,,6.9
111,honest,0.3,0.75,15,15.0,1.0,0.0,tile_47.3955_8.5520_47.4010_8.5575.png,,7.2
112,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3955_8.5685_47.4010_8.5700.png,,7.0
113,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4065_8.5410_47.4100_8.5465.png,,6.9
114,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.4065_8.5685_47.4100_8.5700.png,,6.9
115,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.3900_8.5300_47.3955_8.5355.png,,6.9
116,honest,0.3,0.5,10,-15.0,1.0,0.0,tile_47.3955_8.5465_47.4010_8.5520.png,,7.0
117,honest,0.3,0.9,18,15.0,1.0,0.0,tile_47.3955_8.5685_47.4010_8.5700.png,,7.0
118,honest,0.3,0.15,3,-15.0,1.0,0.0,tile_47.4065_8.5575_47.4100_8.5630.png,,6.9
119,honest,0.3,0.55,11,15.0,1.0,0.0,tile_47.4065_8.5465_47.4100_8.5520.png,,7.0
120,honest,0.3,0.6,12,15.0,1.0,0.0,tile_47.4065_8.5630_47.4100_8.5685.png,,7.0
121,honest,0.3,0.45,9,0.0,1.0,0.0,tile_47.4010_8.5355_47.4065_8.5410.png,,6.9
122,honest,0.3,0.5,10,15.0,1.0,0.0,tile_47.4010_8.5355_47.4065_8.5410.png,,7.0
123,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.3955_8.5685_47.4010_8.5700.png,,6.9
124,honest,0.3,0.65,13,0.0,1.0,0.0,tile_47.3900_8.5575_47.3955_8.5630.png,,6.9
125,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.4065_8.5300_47.4100_8.5355.png,,7.0
126,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.3900_8.5520_47.3955_8.5575.png,,6.9
127,honest,0.3,0.15,3,0.0,1.0,0.0,tile_47.4065_8.5575_47.4100_8.5630.png,,7.3
128,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4065_8.5410_47.4100_8.5465.png,,7.0
129,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4065_8.5630_47.4100_8.5685.png,,7.1
130,honest,0.3,0.3,6,-15.0,1.0,0.0,tile_47.4065_8.5300_47.4100_8.5355.png,,6.9
131,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.3955_8.5630_47.4010_8.5685.png,,6.9
132,honest,0.3,0.45,9,0.0,1.0,0.0,tile_47.3900_8.5355_47.3955_8.5410.png,,7.0
133,honest,0.3,0.65,13,0.0,1.0,0.0,tile_47.3955_8.5410_47.4010_8.5465.png,,7.0
134,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4065_8.5355_47.4100_8.5410.png,,6.9
135,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.4065_8.5465_47.4100_8.5520.png,,6.9
136,honest,0.3,0.35,7,-15.0,1.0,0.0,tile_47.3900_8.5465_47.3955_8.5520.png,,7.0
137,honest,0.3,0.8,16,0.0,1.0,0.0,tile_47.3955_8.5575_47.4010_8.5630.png,,6.8
138,honest,0.3,0.35,7,0.0,1.0,0.0,tile_47.4065_8.5300_47.4100_8.5355.png,,7.0
139,honest,0.3,0.65,13,0.0,1.0,0.0,tile_47.3900_8.5575_47.3955_8.5630.png,,6.8
140,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4010_8.5630_47.4065_8.5685.png,,6.8
141,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3900_8.5355_47.3955_8.5410.png,,7.0
142,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3955_8.5355_47.4010_8.5410.png,,7.0
143,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3900_8.5685_47.3955_8.5700.png,,6.9
144,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.4010_8.5300_47.4065_8.5355.png,,6.9
145,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.3955_8.5410_47.4010_8.5465.png,,6.8
146,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4010_8.5465_47.4065_8.5520.png,,6.8
147,honest,0.3,0.75,15,15.0,1.0,0.0,tile_47.3955_8.5520_47.4010_8.5575.png,,6.9
148,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.4010_8.5465_47.4065_8.5520.png,,6.9
149,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.4010_8.5630_47.4065_8.5685.png,,6.9
150,honest,0.3,0.85,17,15.0,1.0,0.0,tile_47.3900_8.5520_47.3955_8.5575.png,,6.8
151,honest,0.3,0.45,9,15.0,1.0,0.0,tile_47.4065_8.5410_47.4100_8.5465.png,,6.9
152,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4010_8.5685_47.4065_8.5700.png,,6.8
153,honest,0.3,0.55,11,15.0,1.0,0.0,tile_47.4065_8.5465_47.4100_8.5520.png,,6.8
