k,trial,seed,observed_hop,cep_50,cep_95,mean_err,std_err,n_samples,n_uavs,n_edges,test_uav_id,ground_truth_x,ground_truth_y,ground_truth_z,wall_time_s
3,1,1300001,3,39.3917,40.4046,39.4804,0.5008,573,12,35,9,-259.016,21.71,50.0,51.78
3,0,1300000,3,19.6678,19.7468,19.6512,0.0693,414,12,36,9,185.835,-123.418,50.0,51.82
3,4,1300004,3,28.7242,29.1353,28.67,0.2837,572,12,35,9,123.224,-192.58,50.0,51.83
3,2,1300002,3,11.6209,12.1343,11.6992,0.2027,502,12,36,9,-31.131,239.742,50.0,51.84
3,5,1300005,3,13.7543,13.8361,13.7571,0.047,319,12,36,9,199.084,-97.991,50.0,51.87
3,3,1300003,3,76.9812,77.0588,76.9922,0.0296,563,12,36,9,171.051,-145.257,50.0,51.89
3,7,1300007,3,33.1654,33.1709,33.1651,0.0042,412,12,34,9,217.489,34.623,50.0,51.57
3,6,1300006,3,16.9256,16.9288,16.9257,0.0024,81,12,36,9,31.659,-234.374,50.0,51.69
3,9,1300009,3,28.2825,28.8524,28.2881,0.2877,532,12,35,9,74.81,220.479,50.0,51.74
3,8,1300008,3,25.032,25.2046,25.0516,0.0917,557,12,36,9,-223.842,-126.683,50.0,51.89
3,11,1300011,3,40.5499,41.2822,40.6553,0.2795,532,12,36,9,-229.434,-117.207,50.0,51.83
3,10,1300010,3,45.4678,45.6601,45.4759,0.0938,400,12,34,9,-130.492,213.053,50.0,51.85
3,12,1300012,3,33.9869,34.0031,33.9891,0.0101,302,12,36,9,-15.087,239.95,50.0,51.79
3,13,1300013,3,5.4131,6.1345,5.4809,0.2808,264,12,36,9,151.714,-167.673,50.0,51.82
3,14,1300014,3,50.7423,51.0599,50.7677,0.1194,550,12,36,9,170.657,145.773,50.0,51.71
3,15,1300015,3,37.9831,38.0987,37.9917,0.0763,591,12,36,9,-192.023,-167.356,50.0,51.63
3,16,1300016,3,28.5276,28.6654,28.5325,0.0877,499,12,35,9,-258.916,-22.787,50.0,51.76
3,20,1300020,3,23.3088,23.5369,23.343,0.1052,597,12,35,9,-259.974,3.546,50.0,51.75
3,19,1300019,3,41.0127,41.0721,41.0183,0.0231,493,12,36,9,211.941,61.672,50.0,51.79
3,18,1300018,3,10.2916,10.4718,10.2938,0.0976,570,12,36,9,45.565,-230.87,50.0,51.81
3,17,1300017,3,21.7493,21.8933,21.7816,0.1545,575,12,35,9,132.615,185.226,50.0,51.84
3,21,1300021,3,14.0667,14.4668,14.1199,0.1564,573,12,36,9,-254.301,-51.993,50.0,51.8
3,23,1300023,3,42.7785,42.8654,42.7877,0.0405,537,12,36,9,-195.328,163.89,50.0,51.64
3,22,1300022,3,35.8725,158.996,45.6716,34.036,499,12,34,9,-121.52,217.471,50.0,51.7
3,25,1300025,3,41.5477,42.5202,41.6128,0.4183,587,12,34,9,-95.256,-227.896,50.0,51.71
3,24,1300024,3,35.8429,36.2984,35.8913,0.1579,545,12,36,9,-81.913,-231.877,50.0,51.85
3,27,1300027,3,52.8153,54.2699,52.964,0.7015,421,12,34,9,-100.187,-226.208,50.0,51.73
3,28,1300028,3,71.4559,82.5719,72.7347,4.7462,456,12,35,9,-258.727,24.682,50.0,51.72
3,26,1300026,3,18.9977,20.9336,19.2177,0.6497,556,12,36,9,-202.014,-156.432,50.0,51.8
3,29,1300029,3,21.8334,22.0753,21.8293,0.1819,478,12,36,9,-197.424,-161.619,50.0,51.76
3,30,1300030,3,32.4742,32.5644,32.4571,0.0861,437,12,35,9,130.386,187.04,50.0,51.64
3,31,1300031,3,106.1573,106.2909,106.1534,0.0788,577,12,35,9,78.284,218.953,50.0,51.63
3,32,1300032,3,46.7318,46.7507,46.7197,0.0301,539,12,36,9,174.2,-141.019,50.0,51.74
3,33,1300033,3,36.7023,37.5567,36.7434,0.6148,569,12,35,9,-257.372,35.419,50.0,51.77
3,34,1300034,3,23.7944,24.2002,23.743,0.3677,544,12,35,9,-255.334,-47.095,50.0,51.76
3,36,1300036,3,42.3203,42.3462,42.3199,0.0139,570,12,36,9,171.22,145.034,50.0,51.79
3,35,1300035,3,49.6787,49.7393,49.6798,0.0239,546,12,36,9,176.374,137.975,50.0,51.85
3,37,1300037,3,15.8174,15.8239,15.8185,0.0033,80,12,35,9,94.196,-211.09,50.0,51.8
3,38,1300038,3,20.6084,20.8716,20.6019,0.1463,538,12,35,9,117.671,-196.588,50.0,51.68
3,39,1300039,3,32.5511,32.6095,32.5543,0.0294,540,12,36,9,-10.553,239.814,50.0,51.75
3,40,1300040,3,22.5407,22.5498,22.5421,0.0051,409,12,35,9,79.562,-218.374,50.0,51.82
3,41,1300041,3,6.1816,6.3324,6.1928,0.0583,378,12,36,9,201.572,-92.228,50.0,51.86
3,42,1300042,3,6.2401,6.2986,6.2427,0.0352,327,12,36,9,197.285,-101.918,50.0,51.85
3,45,1300045,3,11.5259,11.69,11.5417,0.0933,435,12,36,9,157.047,162.032,50.0,51.83
3,44,1300044,3,13.8771,15.4882,13.8255,0.9135,311,12,35,9,125.948,-190.524,50.0,51.83
3,43,1300043,3,21.4232,21.4513,21.4245,0.0152,559,12,36,9,190.495,115.29,50.0,51.89
3,46,1300046,3,17.5801,18.3856,17.7039,0.2944,566,12,33,9,99.737,207.998,50.0,51.5
3,47,1300047,3,34.876,34.9342,34.8555,0.0632,585,12,36,9,140.89,178.086,50.0,51.63
3,48,1300048,3,14.7682,14.8133,14.4126,1.7389,418,12,36,9,213.801,-54.193,50.0,51.31
3,49,1300049,3,54.2216,54.395,54.2259,0.1057,593,12,34,9,-116.017,219.956,50.0,51.25
