t_s,reporter,target,reason
4.825751744909212,7,2,1
4.9970558648929,5,2,1
5.010545402066782,5,0,1
5.21200718707405,0,2,1
5.22475765296258,0,3,1
5.305631574941799,7,0,1
5.324969579931349,7,3,1
5.342399010900408,7,4,1
5.359434379963204,7,1,1
5.377524978946894,7,6,2
5.3797077119816095,5,3,1
5.3888666848652065,7,5,2
5.396094013005495,5,4,1
5.411868145922199,5,1,1
5.428440361050889,5,6,2
5.442623218987137,5,7,2
5.5101522780023515,0,4,1
5.5217330700252205,0,1,1
5.533660813001916,0,6,2
5.545257275924087,0,5,2
5.556891049956903,0,7,2
5.598316988907754,4,2,1
5.609981694025919,4,0,1
5.621995888883248,4,3,1
5.635456626070663,2,0,1
5.642476636916399,1,2,1
5.6483863070607185,2,3,1
5.654356488958001,1,0,1
5.662052718922496,6,2,1
5.665847538970411,1,3,1
5.668121493887156,3,2,1
5.673492148052901,6,0,1
5.679804448969662,3,0,1
5.68738757702522,6,3,1
5.687882011057809,4,1,1
5.69956482690759,4,6,2
5.711908851051703,4,5,2
5.712498557986692,1,4,1
5.725858672056347,1,6,2
5.726456208853051,4,7,2
5.737121284939349,1,5,2
5.748225363902748,1,7,2
5.790980411926284,3,4,1
5.802853541914374,3,1,1
5.8079845199827105,2,4,1
5.815296439919621,3,6,2
5.819360975874588,2,1,1
5.829520398052409,3,5,2
5.8309521288610995,2,6,2
5.844010423868895,2,5,2
5.844586300896481,3,7,2
5.855472883908078,2,7,2
6.1846905569545925,6,4,1
6.195986611070111,6,1,1
6.207493691006675,6,5,2
6.219108644872904,6,7,2
6.381203569006175,5,0,1
6.692212000023574,6,0,1
6.693206677911803,4,0,1
6.71829953789711,6,2,1
6.718876804923639,1,0,1
6.719422050984576,4,2,1
6.7385541999246925,1,2,1
6.7972958569880575,3,0,1
6.8063158160075545,7,0,1
6.815919251879677,2,0,1
6.817057494074106,3,2,1
6.825959390029311,7,2,1
6.835982718039304,2,3,1
6.845817029941827,7,3,1
6.88252239394933,5,2,1
6.902309742057696,5,3,1
7.017298293998465,0,2,1
7.037208155961707,0,3,1
7.055431199027225,0,1,1
7.195526090916246,6,3,1
7.196351184975356,4,3,1
7.219926052028313,4,1,1
7.220238320995122,1,3,1
7.220490708015859,6,1,1
7.239690678892657,6,4,1
7.240515812998638,1,4,1
7.298496377887204,3,1,1
7.307211947860196,7,1,1
7.316361831035465,2,1,1
7.3223929440137,3,4,1
7.328041956061497,7,4,1
7.335486700059846,2,4,1
7.344455237966031,3,5,2
7.346478085964918,7,5,2
7.35368114290759,2,5,2
7.361141565954313,7,6,2
7.368746055057272,2,6,2
7.382230571936816,5,1,1
7.401461153989658,5,4,1
7.420649314997718,5,6,2
7.515949681866914,0,4,1
7.535402290057391,0,5,2
7.5546980439685285,0,6,2
7.569852518849075,0,7,2
7.694287301972508,6,5,2
7.696397162973881,4,5,2
7.717909150058404,6,7,2
7.7195030259899795,1,5,2
7.720390090951696,4,6,2
7.7398236088920385,4,7,2
7.7408979900646955,1,6,2
7.758621969027445,1,7,2
7.799347848864272,3,6,2
7.81198899098672,2,7,2
7.819458765909076,3,7,2
7.88321572705172,5,7,2
16.384260904043913,5,0,1
16.693581611849368,6,0,1
16.6945594009012,4,0,1
16.719549597939476,1,0,1
16.72042347304523,6,2,1
16.721250317059457,4,2,1
16.7390234968625,1,2,1
16.796884387964383,3,0,1
16.806205325061455,7,0,1
16.8154735409189,2,0,1
16.819527918007225,3,2,1
16.825821317965165,7,2,1
16.83531669084914,2,3,1
16.845573314931244,7,3,1
16.882688970072195,5,2,1
16.9038233270403,5,3,1
17.017743676900864,0,2,1
17.03766013891436,0,3,1
17.055884381989017,0,1,1
17.195457327878103,6,3,1
17.19611368700862,4,3,1
17.21969618392177,4,1,1
17.220010422868654,6,1,1
17.220259319990873,1,3,1
17.23944801092148,6,4,1
17.240438798908144,1,4,1
17.29007712402381,3,1,1
17.301596994046122,3,4,1
17.301857651909813,7,1,1
17.315028609940782,3,5,2
17.31528948689811,7,4,1
17.316118791000918,2,1,1
17.32839346304536,7,5,2
17.331015489064157,2,4,1
17.338817263022065,7,6,2
17.346120873000473,2,5,2
17.36118839494884,2,6,2
17.377907644957304,5,1,1
17.39254679507576,5,4,1
17.410007036058232,5,6,2
17.51613252190873,0,4,1
17.53543688589707,0,5,2
17.5545187338721,0,6,2
17.569469482870772,0,7,2
17.694376847939566,6,5,2
17.69630571291782,4,5,2
17.717970225028694,6,7,2
17.719381096074358,1,5,2
17.720376893877983,4,6,2
17.7402439750731,4,7,2
17.74089567293413,1,6,2
17.7589868218638,1,7,2
17.798286540899426,3,6,2
17.811793287983164,2,7,2
17.817912433994934,3,7,2
17.87875009002164,5,7,2
26.381130869966,5,0,1
26.692459312966093,6,0,1
26.694499980891123,4,0,1
26.71856019203551,4,2,1
26.719414895866066,6,2,1
26.72022364893928,1,0,1
26.740039597963914,1,2,1
26.79679717705585,3,0,1
26.80690893693827,7,0,1
26.816536052851006,2,0,1
26.817093188874424,3,2,1
26.82990598701872,7,2,1
26.836520216893405,2,3,1
26.84875263692811,7,3,1
26.882600798038766,5,2,1
26.90244200802408,5,3,1
27.017441818024963,0,2,1
27.03728700685315,0,3,1
27.055365095846355,0,1,1
27.195413924055174,6,3,1
27.197226845892146,4,3,1
27.2176788628567,6,1,1
27.22171800886281,4,1,1
27.2226915769279,1,3,1
27.23459677887149,6,4,1
27.243242255877703,1,4,1
27.297808181960136,3,1,1
27.307179350871593,7,1,1
27.315474448958412,2,1,1
27.319556046044454,3,4,1
27.32569525204599,7,4,1
27.336317566921934,2,4,1
27.336877502966672,3,5,2
27.344763038912788,7,5,2
27.354467457858846,2,5,2
27.359903713921085,7,6,2
27.369344814913347,2,6,2
27.381695688934997,5,1,1
27.40013294806704,5,4,1
27.419015059946105,5,6,2
27.515995481982827,0,4,1
27.53527957596816,0,5,2
27.554432325065136,0,6,2
27.569349492900074,0,7,2
27.69386331597343,6,5,2
27.695303217042238,4,5,2
27.718095971038565,4,6,2
27.718701767968014,1,5,2
27.719254843890667,6,7,2
27.73910239385441,4,7,2
27.740607976913452,1,6,2
27.760144397849217,1,7,2
27.80028184899129,3,6,2
27.811678976053372,2,7,2
27.821695163846016,3,7,2
27.878559625009075,5,7,2
36.3808651289437,5,0,1
36.69301206199452,6,0,1
36.69447633391246,4,0,1
36.72022460284643,1,0,1
36.72081913007423,6,2,1
36.721371145918965,4,2,1
36.73985802591778,1,2,1
36.796998374862596,3,0,1
36.80644190590829,7,0,1
36.81600280990824,2,0,1
36.81706725107506,3,2,1
36.826070979004726,7,2,1
36.83592917188071,2,3,1
36.84575940389186,7,3,1
36.882371693849564,5,2,1
36.90220868284814,5,3,1
37.017643644008785,0,2,1
37.038108841050416,0,3,1
37.05623084097169,0,1,1
37.19441171386279,6,3,1
37.19638543087058,4,3,1
37.219321829034016,4,1,1
37.21991944592446,1,3,1
37.22047352185473,6,1,1
37.239745093975216,6,4,1
37.24076299392618,1,4,1
37.29746032995172,3,1,1
37.308648420963436,7,1,1
37.316646669991314,3,4,1
37.31724282796495,2,1,1
37.334680387051776,7,4,1
37.337657483061776,3,5,2
37.33827536995523,2,4,1
37.356571164913476,7,5,2
37.357200072845444,2,5,2
37.375324212946,2,6,2
37.375885248882696,7,6,2
37.37846388295293,5,1,1
37.3929997200612,5,4,1
37.41033211699687,5,6,2
37.51690508401953,0,4,1
37.536348812049255,0,5,2
37.55540012801066,0,6,2
37.57030288595706,0,7,2
37.69465331197716,6,5,2
37.69525460898876,4,5,2
37.71886672684923,4,6,2
37.719472873955965,6,7,2
37.720022310037166,1,5,2
37.74024603003636,4,7,2
37.74084086692892,1,6,2
37.75896963686682,1,7,2
37.798043227987364,3,6,2
37.811582315946,2,7,2
37.817458054982126,3,7,2
37.878502474864945,5,7,2
46.38115465687588,5,0,1
46.69198711006902,6,0,1
46.69399516703561,4,0,1
46.71879616798833,6,2,1
46.71943636704236,4,2,1
46.719995182938874,1,0,1
46.739249465055764,1,2,1
46.79963861592114,3,0,1
46.810941871022806,7,0,1
46.812082022894174,2,0,1
46.821509334025905,3,2,1
46.83184265997261,2,3,1
46.837651456007734,7,2,1
46.857021522009745,7,3,1
46.882879853015766,5,2,1
46.9028444159776,5,3,1
47.01222046185285,0,2,1
47.03540956694633,0,3,1
47.05239295400679,0,1,1
47.19439947605133,6,3,1
47.196492455899715,4,3,1
47.22134597902186,6,1,1
47.222188723040745,4,1,1
47.22295858501457,1,3,1
47.24165373085998,6,4,1
47.242473953869194,1,4,1
47.2982306429185,3,1,1
47.30801616306417,7,1,1
47.318232116056606,3,4,1
47.318824752932414,2,1,1
47.32996788294986,7,4,1
47.33895703102462,3,5,2
47.34086517500691,2,4,1
47.349768521031365,7,5,2
47.35994426207617,2,5,2
47.37544129695743,2,6,2
47.38207343686372,5,1,1
47.40106708207168,5,4,1
47.42031913297251,5,6,2
47.51661381497979,0,4,1
47.54136696388014,0,5,2
47.55876282299869,0,6,2
47.57429871801287,0,7,2
47.69421271700412,6,5,2
47.69600951904431,4,5,2
47.718770581064746,4,6,2
47.7195516328793,6,7,2
47.72000338602811,1,5,2
47.73958608787507,4,7,2
47.74041504203342,1,6,2
47.75859082303941,1,7,2
47.79914800589904,3,6,2
47.805828616954386,7,6,2
47.81368348188698,2,7,2
47.81977383699268,3,7,2
47.8767102600541,5,7,2
56.38113190187141,5,0,1
56.69297023001127,6,0,1
56.69371975190006,4,0,1
56.719508091919124,6,2,1
56.72011711890809,4,2,1
56.720671514980495,1,0,1
56.73995290696621,1,2,1
56.796883028931916,3,0,1
56.80613555503078,7,0,1
56.81586819305085,2,0,1
56.81688416306861,3,2,1
56.825747807044536,7,2,1
56.835996540030465,2,3,1
56.84562811604701,7,3,1
56.882352558895946,5,2,1
56.90240753395483,5,3,1
57.017504962859675,0,2,1
57.037570249056444,0,3,1
57.05573526886292,0,1,1
57.19480304606259,6,3,1
57.19544256385416,4,3,1
57.22067865706049,4,1,1
57.22129646502435,6,1,1
57.221895111957565,1,3,1
57.24034641101025,6,4,1
57.24135618004948,1,4,1
57.297234270954505,3,1,1
57.306917608948424,7,1,1
57.316528983879834,3,4,1
57.317137891892344,2,1,1
57.32595319394022,7,4,1
57.33729107887484,3,5,2
57.33831948903389,2,4,1
57.34523564693518,7,5,2
57.35608738893643,2,5,2
57.37100492604077,2,6,2
57.38167961197905,5,1,1
57.40037704794668,5,4,1
57.41981275496073,5,6,2
57.517127143917605,0,4,1
57.536729966057464,0,5,2
57.555602577049285,0,6,2
57.57071419991553,0,7,2
57.693352944916114,6,5,2
57.69512097607367,4,5,2
57.71725873090327,6,7,2
57.71797317103483,4,6,2
57.71854142798111,1,5,2
57.73851378005929,4,7,2
57.7391462479718,1,6,2
57.75751957506873,1,7,2
57.797755827894434,3,6,2
57.808885887032375,7,6,2
57.81361248297617,2,7,2
57.817221575882286,3,7,2
57.878187692957,5,7,2
66.38100441894494,5,0,1
66.6926001580432,6,0,1
66.69370228005573,4,0,1
66.71912450785749,6,2,1
66.7197574658785,4,2,1
66.72032159287483,1,0,1
66.73952619289048,1,2,1
66.79694220796227,3,0,1
66.80734154605307,7,0,1
66.81587407994084,2,0,1
66.81706625386141,3,2,1
66.82922473293729,7,2,1
66.83588342391886,2,3,1
66.8497451308649,7,3,1
66.8823362449184,5,2,1
66.90220407396555,5,3,1
67.01730606285855,0,2,1
67.03730987594463,0,3,1
67.05574410385452,0,1,1
67.19484840985388,6,3,1
67.19548205798492,4,3,1
67.22071707085706,4,1,1
67.22134998999536,6,1,1
67.22195324697532,1,3,1
67.24045158689842,6,4,1
67.2415336179547,1,4,1
67.29735169699416,3,1,1
67.30820708884858,7,1,1
67.31654945807531,3,4,1
67.31715829507448,2,1,1
67.32931655296125,7,4,1
67.33780285599642,3,5,2
67.33843350387178,2,4,1
67.34994590398856,7,5,2
67.3575996030122,2,5,2
67.37279616901651,2,6,2
67.38165697292425,5,1,1
67.40026117605157,5,4,1
67.41976688499562,5,6,2
