observer,target,t_exclusion_s,n_voters,min_voter_r
8,13,15.409356381045654,7,1.0
3,13,15.444335856009275,7,1.0
11,13,15.483416737057269,7,1.0
0,13,15.491875438019633,7,1.0
13,13,15.494356048991904,7,1.0
2,13,15.49955082591623,7,1.0
10,13,15.505262929014862,7,1.0
5,13,15.507020748918876,8,1.0
1,13,15.586338833905756,8,1.0
9,13,15.612424125894904,10,1.0
4,13,15.613797864876688,10,1.0
6,13,15.688614582875744,10,1.0
12,13,15.690608518896624,10,1.0
7,13,15.69887349405326,10,1.0
8,10,18.60918326303363,8,0.9999108910560608
3,10,18.61290960898623,8,0.9999108910560608
9,10,18.682874829042703,8,0.9999108910560608
4,10,18.685500574065372,9,0.9999108910560608
11,10,18.686866282019764,9,0.9999108910560608
6,10,18.689031813992187,9,0.9999108910560608
12,10,18.691302527906373,9,0.9999108910560608
0,10,18.694835789036006,9,0.9999108910560608
13,10,18.697416171897203,10,0.9999108910560608
2,10,18.70046962890774,8,0.9999108910560608
7,10,18.70257294899784,8,0.999911367893219
10,10,18.706063377903774,10,0.9999108910560608
5,10,18.70936717186123,9,0.9999108910560608
1,10,18.786688640946522,9,0.9999108910560608
8,12,19.609064004849643,8,0.9999108910560608
3,12,19.61139133083634,8,0.9999108910560608
8,11,19.612692957976833,7,0.9999108910560608
3,11,19.61537646385841,7,0.9999108910560608
4,12,19.6168727169279,9,0.9999108910560608
9,12,19.618042869959027,8,0.9999108910560608
4,11,19.620066768024117,8,0.9999108910560608
9,11,19.621797417057678,7,0.9999108910560608
11,12,19.68397168489173,10,0.9999108910560608
11,11,19.685811897041276,9,0.9999108910560608
6,12,19.688654647907242,9,0.9999108910560608
6,11,19.69051567092538,8,0.9999108910560608
0,12,19.692674761870876,9,0.9999108910560608
12,12,19.693845965899527,10,0.9999108910560608
0,11,19.695665108039975,8,0.9999108910560608
12,11,19.696766258915886,9,0.9999108910560608
13,12,19.697864749934524,10,0.9999108910560608
2,12,19.699737262912095,9,0.9999108910560608
7,12,19.7009102369193,9,0.999911367893219
13,11,19.702082389965653,9,0.9999108910560608
2,11,19.703988963970914,8,0.9999108910560608
7,11,19.705084544839337,8,0.999911367893219
5,12,19.706863505998626,9,0.9999108910560608
10,12,19.707955296849832,10,0.9999108910560608
5,11,19.709743367973715,9,0.9999108910560608
10,11,19.710783567046747,9,0.9999108910560608
1,12,19.786249632947147,9,0.9999108910560608
1,11,19.78811390604824,9,0.9999108910560608
