t_s,reporter,target,reason
4.454145460855216,4,0,1
4.4548901109956205,4,1,1
4.455544898984954,5,0,1
4.4561510749626905,5,1,1
4.456755431834608,4,3,1
4.457349027972668,4,2,1
4.45802598586306,4,6,2
4.459963698871434,4,5,1
4.473035532981157,4,7,2
4.513941409997642,7,0,1
4.526052387896925,7,1,1
4.586825523991138,2,0,1
4.599297171924263,2,1,1
4.799442222807556,2,4,1
4.80414074100554,1,0,1
4.81025456590578,0,1,1
4.811850448837504,2,3,1
4.827448251890019,2,6,2
4.828474720008671,5,4,1
4.830092483898625,7,4,1
4.843882187036797,5,3,1
4.8447102890349925,2,5,1
4.845517921028659,7,3,1
4.859207901870832,3,0,1
4.8612483269535005,6,0,1
4.862145711900666,2,7,2
4.863054735818878,5,2,1
4.863955570850521,7,2,1
4.878341079922393,5,6,2
4.879359807819128,7,6,2
4.880206090863794,3,1,1
4.881080803927034,6,1,1
4.894986090948805,7,5,1
4.895710670854896,3,4,1
4.896260095993057,5,7,2
4.928585130954161,6,4,1
4.9408162019681185,6,3,1
4.954064350808039,6,2,1
4.965880490839481,6,5,1
4.977611138951033,6,7,2
5.007949570892379,0,4,1
5.019675727933645,0,3,1
5.031030505895615,0,2,1
5.042230339022353,0,6,2
5.053410141961649,0,5,1
5.064600165002048,0,7,2
5.095157993026078,1,4,1
5.107485197018832,1,3,1
5.119230984942988,1,2,1
5.130836288910359,1,6,2
5.142558856867254,1,5,1
5.1538568928372115,1,7,2
5.392000213032588,3,2,1
5.4034148920327425,3,6,2
5.414645315846428,3,5,1
5.425886760931462,3,7,2
6.305156745947897,2,0,1
6.3299690480344,5,0,1
6.33354633487761,7,0,1
6.351226144004613,5,1,1
6.35258344002068,7,1,1
6.397267450811341,3,0,1
6.418103775009513,3,1,1
6.421326351817697,4,0,1
6.436781290918589,4,1,1
6.439222296932712,6,0,1
6.459535117028281,6,1,1
6.514520826982334,0,1,1
6.6007875928189605,1,0,1
6.805044014938176,2,1,1
6.936032932950184,6,4,1
7.007430156925693,0,4,1
7.024355755886063,0,3,1
7.101197826908901,1,4,1
7.121170307975262,1,3,1
7.304747599875554,2,4,1
7.326430727029219,2,3,1
7.330636410973966,5,4,1
7.334321541013196,7,4,1
7.35129180084914,5,3,1
7.354535928927362,7,3,1
7.372371511999518,5,2,1
7.373802779940888,7,2,1
7.394520501838997,3,4,1
7.410145255038515,3,2,1
7.427495394833386,4,3,1
7.437933636829257,6,3,1
7.446946220938116,4,2,1
7.459719917038456,6,2,1
7.515030624810606,0,2,1
7.603650575969368,1,2,1
8.015215842984617,0,5,1
8.034559066873044,0,6,2
8.053341286024079,0,7,2
8.102109167026356,1,5,1
8.121720928000286,1,6,2
8.140766113996506,1,7,2
8.3060431110207,2,5,1
8.325035674963146,2,6,2
8.334567372919992,5,6,2
8.340405470924452,7,5,1
8.343846793984994,2,7,2
8.3563374329824,5,7,2
8.360203417018056,7,6,2
8.398998217890039,3,5,1
8.418571527814493,3,6,2
8.427004396915436,4,5,1
8.439530965872109,3,7,2
8.441042146878317,6,5,1
8.446665819035843,4,6,2
8.46444126102142,4,7,2
8.465728265000507,6,7,2
16.305381214944646,2,0,1
16.329796275822446,5,0,1
16.333092615008354,7,0,1
16.348884242819622,5,1,1
16.352097289869562,7,1,1
16.397541770944372,3,0,1
16.416835012845695,3,1,1
16.424868111032993,4,0,1
16.43665359984152,6,0,1
16.44373072194867,4,1,1
16.45766423898749,6,1,1
16.51491891988553,0,1,1
16.600035335868597,1,0,1
16.8055030698888,2,1,1
16.937959437957034,6,4,1
16.95957733388059,6,3,1
17.014158411882818,0,4,1
17.03442943096161,0,3,1
17.101280841976404,1,4,1
17.12129453383386,1,3,1
17.30574262002483,2,4,1
17.327793476870283,2,3,1
17.330665534827858,5,4,1
17.33426770195365,7,4,1
17.35312748281285,5,3,1
17.35444792895578,7,3,1
17.37406523991376,5,2,1
17.37465740600601,7,2,1
17.398865681840107,3,4,1
17.41912217088975,3,2,1
17.428099944023415,4,3,1
17.43852399592288,6,2,1
17.44789172988385,4,2,1
17.51539910887368,0,2,1
17.601996904006228,1,2,1
18.015199195826426,0,5,1
18.03464877186343,0,6,2
18.053631966933608,0,7,2
18.101893373997882,1,5,1
18.121155655011535,1,6,2
18.140370436012745,1,7,2
18.30653203697875,2,5,1
18.326111876871437,2,6,2
18.331651836866513,5,6,2
18.334999677957967,7,5,1
18.34506147983484,2,7,2
18.353661132976413,5,7,2
18.355485051870346,7,6,2
18.39903248194605,3,5,1
18.418662772979587,3,6,2
18.426855124998838,4,5,1
18.439647381892428,3,7,2
18.442998592974618,6,5,1
18.446466856868938,4,6,2
18.466245032846928,4,7,2
18.467718712985516,6,7,2
26.302174721844494,2,0,1
26.32927933591418,5,0,1
26.32986618182622,7,0,1
26.349835022818297,5,1,1
26.350425178883597,7,1,1
26.39756893599406,3,0,1
26.416980291949585,3,1,1
26.425099981948733,4,0,1
26.43663645396009,6,0,1
26.44407756603323,4,1,1
26.457556070992723,6,1,1
26.514805120881647,0,1,1
26.600058750947937,1,0,1
26.805864354828373,2,1,1
26.928111986024305,6,4,1
27.010247870814055,0,4,1
27.02644697902724,0,3,1
27.10142607986927,1,4,1
27.121831862954423,1,3,1
27.305812605889514,2,4,1
