t_s,reporter,target,reason
4.339451136998832,0,1,1
4.48114309203811,0,2,1
4.497434273129329,0,4,1
4.512883940944448,0,3,1
4.524716331157833,0,7,2
4.53654387104325,0,5,1
4.5481022940948606,0,6,2
4.557847398100421,3,0,1
4.565859104972333,1,0,1
4.570193551946431,3,1,1
4.763639766955748,2,0,1
4.776568257948384,2,1,1
4.802663594018668,5,0,1
4.814270618138835,5,1,1
4.832601543981582,4,0,1
4.834415303077549,7,0,1
4.840069395955652,6,0,1
4.847017724066973,4,1,1
4.84743261593394,7,1,1
4.851956918137148,6,1,1
4.97332020313479,1,2,1
4.984836084069684,1,4,1
4.996886420994997,1,3,1
5.008050333010033,1,7,2
5.0192159151192755,1,5,1
5.030148450983688,1,6,2
5.069841905031353,2,4,1
5.084093301091343,2,3,1
5.085015416145325,3,2,1
5.097912795143202,2,7,2
5.098347967024893,3,4,1
5.1120579179842025,2,5,1
5.112491659121588,3,7,2
5.117929616943002,5,2,1
5.130497926147655,2,6,2
5.1313411390874535,3,5,1
5.131791101070121,5,4,1
5.1321965721435845,6,2,1
5.1480778029654175,5,3,1
5.148576476145536,6,4,1
5.148988337023184,3,6,2
5.161980248987675,6,3,1
5.162548364140093,5,7,2
5.175952037097886,5,6,2
5.176522132009268,6,7,2
5.187757067149505,6,5,1
5.219036813126877,7,2,1
5.230079492088407,7,4,1
5.24139015795663,7,3,1
5.252367475070059,7,5,1
5.26365173002705,7,6,2
5.280716933077201,4,2,1
5.292257165070623,4,3,1
5.303682594094425,4,7,2
5.314790745032951,4,5,1
5.32585304393433,4,6,2
6.48112131212838,0,1,1
6.481603604974225,1,0,1
6.575276270043105,2,0,1
6.587150031002238,3,0,1
6.594125689938664,2,1,1
6.605963499983773,3,1,1
6.621590173104778,5,0,1
6.633343721041456,6,0,1
6.640708341030404,5,1,1
6.652289444115013,6,1,1
6.723527152091265,7,0,1
6.742281150072813,7,1,1
6.785601752111688,4,0,1
6.80433440906927,4,1,1
7.089743074029684,3,2,1
7.12369454302825,5,2,1
7.134421263122931,6,2,1
7.225346063962206,7,2,1
7.2438496050890535,7,4,1
7.287315231049433,4,2,1
7.48221919615753,0,2,1
7.482681289082393,1,2,1
7.503418290056288,0,4,1
7.503884663106874,1,4,1
7.524062928976491,1,3,1
7.5245152111165226,0,3,1
7.5757431669626385,2,4,1
7.587798304157332,3,4,1
7.595601964974776,2,3,1
7.624433455057442,5,4,1
7.6341100570280105,6,4,1
7.644479837967083,5,3,1
7.65394930401817,6,3,1
7.725516750942916,7,3,1
7.7840049241203815,4,3,1
7.795626237988472,4,7,2
7.975246830144897,0,7,2
7.975752324098721,1,7,2
7.99111649999395,1,5,1
7.991378127131611,0,5,1
8.078011261066422,2,7,2
8.088972097961232,3,7,2
8.097870249068365,2,5,1
8.108583179069683,3,5,1
8.117114850087091,2,6,2
8.125318492064252,5,7,2
8.128358334070072,3,6,2
8.136119693983346,6,7,2
8.144924591993913,5,6,2
8.155526750022545,6,5,1
8.216951692011207,7,5,1
8.227097466122359,7,6,2
8.287272165063769,4,5,1
8.306639038957655,4,6,2
8.481850671116263,1,6,2
8.482446647016332,0,6,2
16.48098344099708,1,0,1
16.482128381961957,0,1,1
16.577193525154144,2,0,1
16.58970508398488,3,0,1
16.597231507999822,2,1,1
16.608738349052146,3,1,1
16.621803583111614,5,0,1
16.633666943991557,6,0,1
16.641031923005357,5,1,1
16.652726439991966,6,1,1
16.724110312061384,7,0,1
16.74303900403902,7,1,1
16.7870279350318,4,0,1
16.805959017015994,4,1,1
17.086417488055304,3,2,1
17.123665726045147,5,2,1
17.134628303116187,6,2,1
17.225692227948457,7,2,1
17.244415664114058,7,4,1
17.28757880302146,4,2,1
17.483056243043393,1,2,1
17.48395506804809,0,2,1
17.504112283000723,1,4,1
17.504964485997334,0,4,1
17.525070281000808,0,3,1
17.5257164479699,1,3,1
17.568768703145906,2,4,1
17.579544885084033,2,3,1
17.588276410941035,3,4,1
17.623844664078206,5,4,1
17.6347870901227,6,4,1
17.64400527998805,5,3,1
17.65517860208638,6,3,1
17.725881675025448,7,3,1
17.789413035148755,4,3,1
17.808901933021843,4,7,2
17.98222677409649,0,7,2
17.98286733101122,1,7,2
18.005338620161638,0,5,1
18.00594859593548,1,5,1
18.07776612904854,2,7,2
18.089257321087644,3,7,2
18.097516583977267,2,5,1
18.109014735091478,3,5,1
18.116781746037304,2,6,2
18.125924833118916,5,7,2
18.13053520815447,3,6,2
18.136336534982547,6,7,2
18.145715929102153,5,6,2
18.157577030127868,6,5,1
18.22541799605824,7,5,1
18.245118468999863,7,6,2
18.2875229769852,4,5,1
18.30848871404305,4,6,2
18.48241173196584,1,6,2
18.48306491994299,0,6,2
26.477827274939045,1,0,1
26.47855905513279,0,1,1
26.57553965994157,2,0,1
26.590002372162417,3,0,1
26.597414232091978,2,1,1
26.60895301401615,3,1,1
26.62199506815523,5,0,1
26.63267744705081,6,0,1
26.641363352071494,5,1,1
26.651517237070948,6,1,1
26.724172043148428,7,0,1
26.743051894009113,7,1,1
26.786789627978578,4,0,1
26.806036659050733,4,1,1
27.0889252461493,3,2,1
27.123854940989986,5,2,1
27.13437519595027,6,2,1
27.22541774995625,7,2,1
27.244547348003834,7,4,1
27.287869499996305,4,2,1
27.482308563077822,0,2,1
27.482954681152478,1,2,1
27.503472466021776,0,4,1
27.504067091969773,1,4,1
27.524482944980264,0,3,1
27.525147082051262,1,3,1
27.57667115703225,2,4,1
27.588475647149608,3,4,1
27.599142835009843,2,3,1
27.622651352081448,5,4,1
27.634329948108643,6,4,1
27.64297486213036,5,3,1
27.656123988097534,6,3,1
27.72553063603118,7,3,1
27.788797179004177,4,3,1
27.808198573999107,4,7,2
27.98090646811761,1,7,2
27.981528245145455,0,7,2
27.99615265103057,0,5,1
27.9965101799462,1,5,1
28.070784931071103,2,7,2
28.082944750087336,3,7,2
28.084913023049012,2,5,1
28.097376320976764,2,6,2
28.097631576936692,3,5,1
28.108425840036944,3,6,2
28.114955557044595,5,7,2
28.125723558012396,5,6,2
28.134443944087252,6,7,2
28.15389282000251,6,5,1
28.225181929999962,7,5,1
28.24214175902307,7,6,2
28.287398223998025,4,5,1
28.306997864041477,4,6,2
28.481680002063513,0,6,2
28.482282117940485,1,6,2
36.4808467021212,0,1,1
36.481777707114816,1,0,1
36.57626303494908,2,0,1
36.58911897195503,3,0,1
36.5955859371461,2,1,1
36.60985117405653,3,1,1
36.62135676504113,5,0,1
36.63243949506432,6,0,1
36.64020502497442,5,1,1
36.65120175294578,6,1,1
36.72402420407161,7,0,1
36.74491056893021,7,1,1
36.78827685303986,4,0,1
36.80897722300142,4,1,1
37.08956069801934,3,2,1
37.12317822710611,5,2,1
37.134177695028484,6,2,1
37.225569209083915,7,2,1
37.245236912043765,7,4,1
37.2886896179989,4,2,1
37.48230208805762,0,2,1
37.48293772502802,1,2,1
37.50352343195118,1,4,1
37.50412070797756,0,4,1
37.52434332598932,0,3,1
37.525005033938214,1,3,1
37.57682233606465,2,4,1
37.589737995993346,3,4,1
37.59730505105108,2,3,1
37.62240213993937,5,4,1
37.634161768015474,6,4,1
37.64230785914697,5,3,1
37.6501518310979,6,3,1
37.72587856114842,7,3,1
37.78810413507745,4,3,1
37.807499249931425,4,7,2
37.98235209309496,0,7,2
37.983269087038934,1,7,2
38.00388913601637,1,5,1
38.00448643206619,0,5,1
38.077554828953,2,7,2
38.08979628095403,3,7,2
38.097738676005974,2,5,1
38.11095384298824,3,5,1
38.119153005070984,2,6,2
38.12379176099785,5,7,2
38.13385615404695,3,6,2
38.13482540007681,6,7,2
38.14521021093242,5,6,2
38.15388648607768,6,5,1
38.225464723072946,7,5,1
38.24773818603717,7,6,2
38.28740335907787,4,5,1
38.30717206513509,4,6,2
38.481838152045384,0,6,2
38.48244172800332,1,6,2
46.48077178001404,1,0,1
46.48166395397857,0,1,1
46.576122811064124,2,0,1
46.58731869398616,3,0,1
46.59599047806114,2,1,1
46.60695915506221,3,1,1
46.621324663981795,5,0,1
46.63359916605987,6,0,1
46.640177054097876,5,1,1
46.65420561400242,6,1,1
46.72353990096599,7,0,1
46.74238680093549,7,1,1
46.78764746594243,4,0,1
46.806559798074886,4,1,1
47.083952356129885,3,2,1
47.123192138038576,5,2,1
47.13596255402081,6,2,1
47.226471804082394,7,2,1
47.245731625007465,7,4,1
47.288400809979066,4,2,1
47.48241513106041,0,2,1
47.483322356129065,1,2,1
47.50368043710478,0,4,1
47.504524290096015,1,4,1
47.524607624160126,1,3,1
47.5252217000816,0,3,1
47.57698048115708,2,4,1
47.58364718104713,3,4,1
47.59764047013596,2,3,1
47.62263446697034,5,4,1
47.63511778507382,6,4,1
47.642781611997634,5,3,1
47.65779995894991,6,3,1
47.726650352124125,7,3,1
47.789157384075224,4,3,1
47.80858195014298,4,7,2
47.98197306296788,1,7,2
47.98287434806116,0,7,2
48.003960508154705,1,5,1
48.00480122095905,0,5,1
48.07746406807564,2,7,2
48.0845060381107,3,7,2
48.09768234496005,2,5,1
48.10446061799303,3,5,1
48.121412337059155,2,6,2
48.12470652698539,3,6,2
48.12621180713177,5,7,2
48.13722830498591,6,7,2
48.14735017903149,5,6,2
48.15831458615139,6,5,1
48.226456640986726,7,5,1
48.2462468361482,7,6,2
48.28793444507755,4,5,1
48.3088503209874,4,6,2
48.48244828893803,0,6,2
48.48309563705698,1,6,2
56.480821965960786,0,1,1
56.481469684047624,1,0,1
56.57536450494081,2,0,1
56.59140443895012,3,0,1
56.5944375609979,2,1,1
56.610506606055424,3,1,1
56.62149158399552,5,0,1
56.63388513913378,6,0,1
56.64041991601698,5,1,1
56.65485586714931,6,1,1
56.72421082411893,7,0,1
56.74375066300854,7,1,1
56.78628538409248,4,0,1
56.80515697505325,4,1,1
57.09096919093281,3,2,1
57.123232695041224,5,2,1
57.13482489809394,6,2,1
57.225695458007976,7,2,1
57.24451024713926,7,4,1
57.28759658313356,4,2,1
57.482415127102286,0,2,1
57.4830367739778,1,2,1
