observer,target,t_exclusion_s,n_voters,min_voter_r
0,11,14.797998697962612,7,1.0
2,11,14.846792886964977,8,1.0
3,11,14.847756404895335,8,1.0
9,11,14.849450782872736,7,1.0
11,11,14.85107362898998,8,1.0
8,11,14.886048507876694,7,0.9999483227729797
12,11,14.890140402829275,8,0.9999483227729797
7,11,14.891470890957862,7,0.9999483227729797
1,11,14.902156582800671,7,1.0
4,11,14.907316518947482,7,0.9999483227729797
5,11,14.911600079853088,8,0.9999483227729797
10,11,14.97735335980542,7,0.9999483227729797
6,11,14.984338366892189,7,0.9999483227729797
8,12,15.087057712022215,7,0.9999483227729797
12,12,15.090368525823578,7,0.9999483227729797
5,12,15.111305297818035,7,0.9999337196350098
6,12,15.184274600818753,8,0.9999210238456726
0,12,15.198227915912867,7,0.9999210238456726
9,12,15.203611057950184,7,0.9999210238456726
2,12,15.205338596832007,7,0.9999337196350098
11,12,15.210369969019666,8,0.9999210238456726
3,12,15.22329364484176,8,0.9999210238456726
7,12,15.291212704963982,8,0.9999210238456726
1,12,15.302065361989662,10,0.9999210238456726
4,12,15.30728905997239,10,0.9999210238456726
10,12,15.377345010871068,10,0.9999210238456726
11,10,20.21038840385154,7,0.9998502135276794
3,10,20.223344299942255,7,0.9998502135276794
8,10,20.286114424932748,8,0.9998502135276794
12,10,20.290296372957528,8,0.9998502135276794
7,10,20.291595340007916,7,0.9998502135276794
1,10,20.302979761967435,7,0.9998502135276794
4,10,20.30766997486353,9,0.9998502135276794
5,10,20.311909504933283,9,0.9998502135276794
10,10,20.377730045933276,10,0.9998502135276794
6,10,20.384333172813058,9,0.9998502135276794
0,10,20.39798104786314,9,0.9998502135276794
9,10,20.403475743951276,9,0.9998502135276794
2,10,20.405705556971952,9,0.9998522996902466
