t_s,reporter,target,reason
3.1836795590352267,4,0,1
3.5272690639831126,2,0,1
3.5387515840120614,2,1,1
3.6072792941704392,4,1,1
3.6185393480118364,4,2,1
3.6303575071506202,4,3,1
3.6416405912023038,4,6,2
3.653427569195628,4,5,2
3.719375559128821,2,3,1
3.730659684166312,2,4,1
3.7418266660533845,2,6,2
3.7536944961175323,2,5,2
3.8679386200383306,1,0,1
3.8797453781589866,5,0,1
3.8918203751090914,5,1,1
3.9164820900186896,1,2,1
3.922739690169692,5,2,1
3.927127928007394,3,0,1
3.928718341048807,1,3,1
3.940134379081428,5,3,1
3.9421211320441216,1,4,1
3.942673487123102,3,1,1
3.9547358530107886,1,6,2
3.95533300912939,5,4,1
3.9686185480095446,1,5,2
3.9691790130455047,5,6,2
3.975239556049928,6,0,1
3.987345314119011,6,1,1
4.012436951044947,3,2,1
4.023441698169336,3,4,1
4.03517345408909,0,1,1
4.036448099184781,3,6,2
4.037039685063064,6,2,1
4.052356178173795,3,5,2
4.0530073961708695,6,3,1
4.0535321400966495,0,2,1
4.064213228179142,6,4,1
4.075245906133205,6,5,2
4.0910654230974615,0,3,1
4.102633555186912,0,4,1
4.11431872099638,0,6,2
4.1259151441045105,0,5,2
6.224237316986546,2,0,1
6.422128429170698,1,0,1
6.4302690690383315,5,0,1
6.450046072015539,5,1,1
6.518463269108906,3,0,1
6.539441246073693,3,1,1
6.540667239110917,6,0,1
6.5594481059815735,6,1,1
6.598565591033548,0,1,1
6.612482258118689,4,0,1
6.631180812139064,4,1,1
6.724457470001653,2,1,1
6.923275107052177,1,2,1
6.9301418121904135,5,2,1
7.019896425073966,3,2,1
7.040300766006112,3,4,1
7.042367562185973,6,2,1
7.060794649180025,6,4,1
7.080409499118105,6,3,1
7.099157975055277,0,2,1
7.1150710640940815,4,2,1
7.1182029391638935,0,4,1
7.136938135139644,4,3,1
7.1380112040787935,0,3,1
7.155642520170659,0,6,2
7.156158144120127,4,6,2
7.2249292901251465,2,4,1
7.244578691199422,2,3,1
7.26355152297765,2,6,2
7.278485056012869,2,5,2
7.422746220137924,1,4,1
7.428942198166624,5,4,1
7.442372250137851,1,3,1
7.44859051797539,5,3,1
7.461204558145255,1,6,2
7.467600351199508,5,6,2
7.475991527084261,1,5,2
7.519365799147636,3,6,2
7.541337912203744,3,5,2
7.541851895162836,6,5,2
7.595629247138277,0,5,2
7.609763719141483,4,5,2
16.224413766991347,2,0,1
16.422301340149716,1,0,1
16.428906308021396,5,0,1
16.447916310979053,5,1,1
16.518504166975617,3,0,1
16.539594046073034,3,1,1
16.540747427148744,6,0,1
16.559183905133978,6,1,1
16.5990024600178,0,1,1
16.61387037113309,4,0,1
16.63364928518422,4,1,1
16.724521208088845,2,1,1
16.9234063080512,1,2,1
16.93019955116324,5,2,1
17.019735248060897,3,2,1
17.04021010105498,3,4,1
17.04162375908345,6,2,1
17.061184597201645,6,3,1
17.07965572597459,6,4,1
17.100360515061766,0,2,1
17.114442544989288,4,2,1
17.124451864976436,0,3,1
17.134077714988962,4,3,1
17.14390512020327,0,4,1
17.1531138389837,4,6,2
17.160217921016738,0,6,2
17.22532805800438,2,3,1
17.243996213190258,2,4,1
17.262734309071675,2,6,2
17.277503897203133,2,5,2
17.424210478086025,1,3,1
17.430724863195792,5,3,1
17.44301934610121,1,4,1
17.449489230057225,5,4,1
17.461847454076633,1,6,2
17.468695759074762,5,6,2
17.47678307699971,1,5,2
17.51981829898432,3,6,2
17.541535575175658,3,5,2
17.54205606901087,6,5,2
17.590473316144198,0,5,2
17.609980923123658,4,5,2
26.224168265005574,2,0,1
26.422344885999337,1,0,1
26.42941087600775,5,0,1
26.447486555203795,5,1,1
26.518612965010107,3,0,1
26.540277739986777,3,1,1
26.540847815107554,6,0,1
26.559481068048626,6,1,1
26.598710007034242,0,1,1
26.612366796005517,4,0,1
26.63080832408741,4,1,1
26.72576885810122,2,1,1
26.92311790608801,1,2,1
26.93034837115556,5,2,1
27.01997007103637,3,2,1
27.040145094972104,3,4,1
27.04171596816741,6,2,1
27.059889927972108,6,4,1
27.079418196110055,6,3,1
27.098404058022425,0,2,1
27.116043084999546,4,2,1
27.11736706015654,0,4,1
27.138108239974827,0,3,1
27.13905549608171,4,3,1
27.154903904069215,0,6,2
27.157717399997637,4,6,2
27.22476437012665,2,4,1
27.244433181127533,2,3,1
27.263485215138644,2,6,2
27.278516351012513,2,5,2
27.422361265169457,1,4,1
27.42946331598796,5,4,1
27.441813430050388,1,3,1
27.449030585121363,5,3,1
27.460770132020116,1,6,2
27.468227023025975,5,6,2
27.475675404071808,1,5,2
27.519294052151963,3,6,2
27.540756481001154,3,5,2
27.5418124999851,6,5,2
27.59514353913255,0,5,2
27.609759644139558,4,5,2
36.2243287130259,2,0,1
36.42215579398908,1,0,1
36.42883269418962,5,0,1
36.44779085600749,5,1,1
36.518747442169115,3,0,1
36.5401083889883,3,1,1
36.54072009609081,6,0,1
36.559370319126174,6,1,1
36.5992862470448,0,1,1
36.61226583807729,4,0,1
36.63074909709394,4,1,1
36.72603820916265,2,1,1
36.923666364979,1,2,1
36.930036147125065,5,2,1
37.02040307712741,3,2,1
37.04193519917317,3,4,1
37.04250018415041,6,2,1
37.06161761004478,6,3,1
37.07913618301973,6,4,1
37.09888048609719,0,2,1
37.116277476074174,4,2,1
37.119495182996616,0,3,1
37.13868402107619,0,4,1
37.13967002811842,4,3,1
37.15534527017735,0,6,2
37.157584231114015,4,6,2
37.22607553098351,2,3,1
37.2447804461699,2,4,1
37.263905332190916,2,6,2
37.27896366803907,2,5,2
37.423985394183546,1,3,1
37.43016380118206,5,3,1
37.44561108807102,1,4,1
37.44890306703746,5,4,1
37.46792342001572,1,6,2
37.46896611806005,5,6,2
37.48448633798398,1,5,2
37.52031173510477,3,6,2
37.54218453611247,3,5,2
37.54272139002569,6,5,2
37.59451748803258,0,5,2
37.61064315401018,4,5,2
46.22446364816278,2,0,1
46.422315060161054,1,0,1
46.428713573142886,5,0,1
