t_s,reporter,target,reason
3.972836189903319,6,2,1
4.309008355950937,6,1,1
4.3250732510350645,6,0,1
4.3370387048926204,6,4,1
4.3493991198483855,6,3,1
4.361665671924129,6,5,1
4.374425767920911,6,7,2
4.379074513912201,5,2,1
4.398650593822822,5,1,1
4.410560586955398,5,0,1
4.422498379833996,5,4,1
4.4349476678762585,5,3,1
4.4475322279613465,5,6,2
4.460197500884533,5,7,2
4.666076157940552,1,2,1
4.6787363609764725,1,0,1
4.683904650853947,0,2,1
4.691887257853523,4,2,1
4.698062904877588,0,1,1
4.699333418859169,3,2,1
4.704563461011276,4,1,1
4.714326355839148,3,1,1
4.715923618990928,4,0,1
4.716515735024586,7,2,1
4.72688508592546,3,0,1
4.728955901926383,7,1,1
4.739928678842261,7,0,1
4.74412068282254,2,1,1
4.7558971520047635,2,0,1
4.788297508843243,2,4,1
4.800214302027598,2,3,1
4.812142675044015,2,5,1
4.8265082750003785,2,6,2
4.838909040903673,2,7,2
4.981676587834954,1,4,1
4.982635893858969,0,4,1
4.988449580967426,3,4,1
4.99633132503368,0,3,1
4.9984668828547,1,3,1
5.000323342857882,3,5,1
5.012373268837109,0,5,1
5.0132131818681955,3,6,2
5.014010252896696,1,5,1
5.028471954865381,0,6,2
5.029284366872162,3,7,2
5.030136759858578,1,6,2
5.043222605017945,0,7,2
5.044045608025044,1,7,2
5.076496665831655,7,4,1
5.088051348924637,7,3,1
5.0993280748371035,7,5,1
5.110376623924822,7,6,2
5.184282055823132,4,3,1
5.195784187875688,4,5,1
5.206987520912662,4,6,2
5.218104041879997,4,7,2
6.310296928044409,6,2,1
6.407224484020844,5,2,1
6.489775181049481,1,2,1
6.490648234030232,0,2,1
6.493931382894516,3,2,1
6.508015905041248,1,0,1
6.511232181917876,3,0,1
6.52993288799189,3,1,1
6.581814473960549,7,2,1
6.5991410228889436,7,0,1
6.617747857002541,7,1,1
6.691745491931215,4,2,1
6.709418559912592,4,0,1
6.727903110906482,4,1,1
6.793904538964853,2,0,1
6.8102167709730566,6,0,1
6.814967670012265,2,1,1
6.830910110846162,6,1,1
6.904358990956098,5,0,1
6.923278713831678,5,1,1
6.984977674903348,0,1,1
7.083682248834521,7,3,1
7.19113783002831,4,3,1
7.296327929012477,2,3,1
7.31297399988398,6,3,1
7.317190324887633,2,4,1
7.333672230830416,6,4,1
7.405152546940371,5,3,1
7.419271689839661,5,4,1
7.489312706980854,1,3,1
7.489909452851862,0,3,1
7.49257486499846,3,4,1
7.512961728032678,0,4,1
7.513564593857154,3,5,1
7.514168890891597,1,4,1
7.533283117925748,1,5,1
7.533881074050441,0,5,1
7.580745073966682,7,4,1
7.6002617119811475,7,5,1
7.691879933932796,4,5,1
7.795987413963303,2,5,1
7.809645633911714,6,5,1
8.190913002938032,4,6,2
8.210852202959359,4,7,2
8.295561547856778,2,6,2
8.311529639875516,6,7,2
8.315025484887883,2,7,2
8.406727968947962,5,6,2
8.426473453873768,5,7,2
8.487490196945146,1,6,2
8.48960641399026,0,6,2
